,date,hour,day_month,P,Qse,Qgw,storageRatio,areaRatio,model_m3hr,model_mmhr,observ_mmhr
856,2014-06-05,15:00:00,05-Jun,0.0,0.0,0.6858664711753533,0.938148714506115,0.01941380333499501,0.6858664711753533,0.0008977309832138132,0.026099999999999998
857,2014-06-05,16:00:00,05-Jun,0.0,0.0,0.6716982882164679,0.9380088487436249,0.0193717277486911,0.6716982882164679,0.0008791862411210314,0.026099999999999998
858,2014-06-05,17:00:00,05-Jun,0.0,0.0,0.6578227578169512,0.9378690031607891,0.01915962243182353,0.6578227578169512,0.0008610245521164283,0.026099999999999998
859,2014-06-05,18:00:00,05-Jun,0.0,0.0,0.6442337949224721,0.9377291773408432,0.01897905759162304,0.6442337949224721,0.0008432379514692044,0.026099999999999998
860,2014-06-05,19:00:00,05-Jun,0.0,0.0,0.6309254434769259,0.937589370875684,0.018848167539267012,0.6309254434769259,0.0008258186432944057,0.02844
861,2014-06-05,20:00:00,05-Jun,0.0,0.0,0.6178918735708377,0.9374495833656874,0.01882126814230672,0.6178918735708377,0.0008087589968204682,0.02844
862,2014-06-05,21:00:00,05-Jun,0.0,0.0,0.6051273786579217,0.9373098144195289,0.01858638743455497,0.6051273786579217,0.0007920515427459708,0.026099999999999998
863,2014-06-05,22:00:00,05-Jun,0.0,0.0,0.5926263728377693,0.9371700636540071,0.01858638743455497,0.5926263728377693,0.000775688969682944,0.026099999999999998
864,2014-06-05,23:00:00,05-Jun,0.4000000059604645,5.6800000846385945,0.5803833882029198,0.9374665145281794,0.018848167539267012,6.260383472841514,0.00819421920528994,0.026099999999999998
865,2014-06-06,00:00:00,06-Jun,0.0,0.0,0.606659379297107,0.9373267433539803,0.01858638743455497,0.606659379297107,0.0007940567791846951,0.026099999999999998
866,2014-06-06,01:00:00,06-Jun,0.0,0.0,0.5941267509819362,0.9371869904064076,0.01858638743455497,0.5941267509819362,0.0007776528154213825,0.026099999999999998
