timestep,date,Time,flow_cms,flow_ms,flow_mh,Etp_mm_day,Etp_mm_hour,avg_prec_mm,precip_m
1,4/1/2017,12:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,0.87500006,0.000875
2,4/1/2017,1:00:00 AM,0.181793984,2.09E-08,7.52E-05,0.003,0.000125,0.75,0.00075
3,4/1/2017,2:00:00 AM,0.181793984,2.09E-08,7.52E-05,0.003,0.000125,1.024999976,0.001025
4,4/1/2017,3:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,1.625,0.001625
5,4/1/2017,4:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,1.524999976,0.001525
6,4/1/2017,5:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,1.549999952,0.00155
7,4/1/2017,6:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,1.100000143,0.0011
8,4/1/2017,7:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,1.525000095,0.001525
9,4/1/2017,8:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,1.25,0.00125
10,4/1/2017,9:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,0.474999994,0.000475
11,4/1/2017,10:00:00 AM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,0.075000003,7.50E-05
12,4/1/2017,11:00:00 AM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.474999994,0.000475
13,4/1/2017,12:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.349999994,0.00035
14,4/1/2017,1:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.850000024,0.00085
15,4/1/2017,2:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.724999964,0.000725
16,4/1/2017,3:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.975000024,0.000975
17,4/1/2017,4:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.550000012,0.00055
18,4/1/2017,5:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.375,0.000375
19,4/1/2017,6:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.325000018,0.000325
20,4/1/2017,7:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.200000003,0.0002
21,4/1/2017,8:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.125,0.000125
22,4/1/2017,9:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0,0
23,4/1/2017,10:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0,0
24,4/1/2017,11:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0.075000003,7.50E-05
25,4/2/2017,12:00:00 AM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0,0
26,4/2/2017,1:00:00 AM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0,0
27,4/2/2017,2:00:00 AM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0,0
28,4/2/2017,3:00:00 AM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0,0
29,4/2/2017,4:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
30,4/2/2017,5:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
31,4/2/2017,6:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
32,4/2/2017,7:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
33,4/2/2017,8:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
34,4/2/2017,9:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
35,4/2/2017,10:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
36,4/2/2017,11:00:00 AM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
37,4/2/2017,12:00:00 PM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
38,4/2/2017,1:00:00 PM,0.163104883,1.87E-08,6.75E-05,0.003,0.000125,0,0
39,4/2/2017,2:00:00 PM,0.169334583,1.95E-08,7.01E-05,0.003,0.000125,0,0
40,4/2/2017,3:00:00 PM,0.175564283,2.02E-08,7.26E-05,0.003,0.000125,0,0
41,4/2/2017,4:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.003,0.000125,0,0
42,4/2/2017,5:00:00 PM,0.237294951,2.73E-08,9.82E-05,0.003,0.000125,0,0
43,4/2/2017,6:00:00 PM,0.260514743,2.99E-08,1.08E-04,0.003,0.000125,0,0
44,4/2/2017,7:00:00 PM,0.276938499,3.18E-08,1.15E-04,0.003,0.000125,0,0
45,4/2/2017,8:00:00 PM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
46,4/2/2017,9:00:00 PM,0.276938499,3.18E-08,1.15E-04,0.003,0.000125,0,0
47,4/2/2017,10:00:00 PM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
48,4/2/2017,11:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.003,0.000125,0,0
49,4/3/2017,12:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.003,0.000125,0,0
50,4/3/2017,1:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.003,0.000125,0,0
51,4/3/2017,2:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.003,0.000125,0,0
52,4/3/2017,3:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.003,0.000125,0,0
53,4/3/2017,4:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.003,0.000125,0,0
54,4/3/2017,5:00:00 AM,0.215490999,2.48E-08,8.91E-05,0.003,0.000125,0,0
55,4/3/2017,6:00:00 AM,0.208411795,2.39E-08,8.62E-05,0.003,0.000125,0,0
56,4/3/2017,7:00:00 AM,0.208411795,2.39E-08,8.62E-05,0.003,0.000125,0,0
57,4/3/2017,8:00:00 AM,0.201615758,2.32E-08,8.34E-05,0.003,0.000125,0,0
58,4/3/2017,9:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.003,0.000125,0,0
59,4/3/2017,10:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.003,0.000125,0,0
60,4/3/2017,11:00:00 AM,0.194819721,2.24E-08,8.06E-05,0.003,0.000125,0,0
61,4/3/2017,12:00:00 PM,0.194819721,2.24E-08,8.06E-05,0.003,0.000125,0,0
62,4/3/2017,1:00:00 PM,0.194819721,2.24E-08,8.06E-05,0.003,0.000125,0,0
63,4/3/2017,2:00:00 PM,0.194819721,2.24E-08,8.06E-05,0.003,0.000125,0,0
64,4/3/2017,3:00:00 PM,0.201615758,2.32E-08,8.34E-05,0.003,0.000125,0,0
65,4/3/2017,4:00:00 PM,0.215490999,2.48E-08,8.91E-05,0.003,0.000125,0,0
66,4/3/2017,5:00:00 PM,0.237294951,2.73E-08,9.82E-05,0.003,0.000125,0,0
67,4/3/2017,6:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.003,0.000125,0,0
68,4/3/2017,7:00:00 PM,0.260514743,2.99E-08,1.08E-04,0.003,0.000125,0,0
69,4/3/2017,8:00:00 PM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
70,4/3/2017,9:00:00 PM,0.260514743,2.99E-08,1.08E-04,0.003,0.000125,0,0
71,4/3/2017,10:00:00 PM,0.260514743,2.99E-08,1.08E-04,0.003,0.000125,0,0
72,4/3/2017,11:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.003,0.000125,0,0
73,4/4/2017,12:00:00 AM,0.252586034,2.90E-08,1.04E-04,0.003,0.000125,0,0
74,4/4/2017,1:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.003,0.000125,0,0
75,4/4/2017,2:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.003,0.000125,0,0
76,4/4/2017,3:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.003,0.000125,0,0
77,4/4/2017,4:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.003,0.000125,0,0
78,4/4/2017,5:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.003,0.000125,0,0
79,4/4/2017,6:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.003,0.000125,0,0
80,4/4/2017,7:00:00 AM,0.222570204,2.56E-08,9.21E-05,0.003,0.000125,0,0
81,4/4/2017,8:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.003,0.000125,0,0
82,4/4/2017,9:00:00 AM,0.229932578,2.64E-08,9.51E-05,0.003,0.000125,0.125,0.000125
83,4/4/2017,10:00:00 AM,0.237294951,2.73E-08,9.82E-05,0.003,0.000125,0.275000006,0.000275
84,4/4/2017,11:00:00 AM,0.244940492,2.81E-08,1.01E-04,0.003,0.000125,0.975000024,0.000975
85,4/4/2017,12:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.003,0.000125,0.774999976,0.000775
86,4/4/2017,1:00:00 PM,0.252586034,2.90E-08,1.04E-04,0.003,0.000125,0.974999964,0.000975
87,4/4/2017,2:00:00 PM,0.260514743,2.99E-08,1.08E-04,0.003,0.000125,0.975000024,0.000975
88,4/4/2017,3:00:00 PM,0.260514743,2.99E-08,1.08E-04,0.003,0.000125,0.150000006,0.00015
89,4/4/2017,4:00:00 PM,0.260514743,2.99E-08,1.08E-04,0.003,0.000125,0,0
90,4/4/2017,5:00:00 PM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
91,4/4/2017,6:00:00 PM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0.375,0.000375
92,4/4/2017,7:00:00 PM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0.275000006,0.000275
93,4/4/2017,8:00:00 PM,0.276938499,3.18E-08,1.15E-04,0.003,0.000125,0,0
94,4/4/2017,9:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0.075000003,7.50E-05
95,4/4/2017,10:00:00 PM,0.319980065,3.68E-08,1.32E-04,0.003,0.000125,0.324999988,0.000325
96,4/4/2017,11:00:00 PM,0.348296885,4.00E-08,1.44E-04,0.003,0.000125,0.400000006,0.0004
97,4/5/2017,12:00:00 AM,0.387940433,4.46E-08,1.60E-04,0.003,0.000125,0.949999988,0.00095
98,4/5/2017,1:00:00 AM,0.396435479,4.56E-08,1.64E-04,0.003,0.000125,0.87500006,0.000875
99,4/5/2017,2:00:00 AM,0.396435479,4.56E-08,1.64E-04,0.003,0.000125,0.975000024,0.000975
100,4/5/2017,3:00:00 AM,0.387940433,4.46E-08,1.60E-04,0.003,0.000125,0.524999976,0.000525
101,4/5/2017,4:00:00 AM,0.368118659,4.23E-08,1.52E-04,0.003,0.000125,0,0
102,4/5/2017,5:00:00 AM,0.348296885,4.00E-08,1.44E-04,0.003,0.000125,0.075000003,7.50E-05
103,4/5/2017,6:00:00 AM,0.339801839,3.90E-08,1.41E-04,0.003,0.000125,0,0
104,4/5/2017,7:00:00 AM,0.328475111,3.77E-08,1.36E-04,0.003,0.000125,0,0
105,4/5/2017,8:00:00 AM,0.319980065,3.68E-08,1.32E-04,0.003,0.000125,0,0
106,4/5/2017,9:00:00 AM,0.302989973,3.48E-08,1.25E-04,0.003,0.000125,0,0
107,4/5/2017,10:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
108,4/5/2017,11:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
109,4/5/2017,12:00:00 PM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
110,4/5/2017,1:00:00 PM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
111,4/5/2017,2:00:00 PM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
112,4/5/2017,3:00:00 PM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
113,4/5/2017,4:00:00 PM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
114,4/5/2017,5:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
115,4/5/2017,6:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
116,4/5/2017,7:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
117,4/5/2017,8:00:00 PM,0.302989973,3.48E-08,1.25E-04,0.003,0.000125,0,0
118,4/5/2017,9:00:00 PM,0.302989973,3.48E-08,1.25E-04,0.003,0.000125,0,0
119,4/5/2017,10:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
120,4/5/2017,11:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
121,4/6/2017,12:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
122,4/6/2017,1:00:00 AM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
123,4/6/2017,2:00:00 AM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
124,4/6/2017,3:00:00 AM,0.285999881,3.29E-08,1.18E-04,0.003,0.000125,0,0
125,4/6/2017,4:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.003,0.000125,0,0
126,4/6/2017,5:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.003,0.000125,0,0
127,4/6/2017,6:00:00 AM,0.276938499,3.18E-08,1.15E-04,0.003,0.000125,0,0
128,4/6/2017,7:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
129,4/6/2017,8:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
130,4/6/2017,9:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
131,4/6/2017,10:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
132,4/6/2017,11:00:00 AM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
133,4/6/2017,12:00:00 PM,0.268726621,3.09E-08,1.11E-04,0.003,0.000125,0,0
134,4/6/2017,1:00:00 PM,0.276938499,3.18E-08,1.15E-04,0.003,0.000125,0,0
135,4/6/2017,2:00:00 PM,0.294494927,3.38E-08,1.22E-04,0.003,0.000125,0,0
136,4/6/2017,3:00:00 PM,0.328475111,3.77E-08,1.36E-04,0.003,0.000125,0,0
137,4/6/2017,4:00:00 PM,0.387940433,4.46E-08,1.60E-04,0.003,0.000125,0.425000012,0.000425
138,4/6/2017,5:00:00 PM,0.49837603,5.73E-08,2.06E-04,0.003,0.000125,0.400000006,0.0004
139,4/6/2017,6:00:00 PM,0.648455176,7.45E-08,2.68E-04,0.003,0.000125,2.25,0.00225
140,4/6/2017,7:00:00 PM,0.764554138,8.79E-08,3.16E-04,0.003,0.000125,3.5,0.0035
141,4/6/2017,8:00:00 PM,0.792870957,9.11E-08,3.28E-04,0.003,0.000125,1.475000024,0.001475
142,4/6/2017,9:00:00 PM,0.778712547,8.95E-08,3.22E-04,0.003,0.000125,5,0.005
143,4/6/2017,10:00:00 PM,0.778712547,8.95E-08,3.22E-04,0.003,0.000125,1.200000048,0.0012
144,4/6/2017,11:00:00 PM,0.821187777,9.44E-08,3.40E-04,0.003,0.000125,0.175000012,0.000175
145,4/7/2017,12:00:00 AM,0.821187777,9.44E-08,3.40E-04,0.003,0.000125,0,0
146,4/7/2017,1:00:00 AM,0.792870957,9.11E-08,3.28E-04,0.003,0.000125,1.850000024,0.00185
147,4/7/2017,2:00:00 AM,0.750395728,8.62E-08,3.10E-04,0.003,0.000125,1.225000024,0.001225
148,4/7/2017,3:00:00 AM,0.71075218,8.17E-08,2.94E-04,0.003,0.000125,0,0
149,4/7/2017,4:00:00 AM,0.673940314,7.74E-08,2.79E-04,0.003,0.000125,0,0
150,4/7/2017,5:00:00 AM,0.637128448,7.32E-08,2.64E-04,0.003,0.000125,0,0
151,4/7/2017,6:00:00 AM,0.622970038,7.16E-08,2.58E-04,0.003,0.000125,0,0
152,4/7/2017,7:00:00 AM,0.61164331,7.03E-08,2.53E-04,0.003,0.000125,0,0
153,4/7/2017,8:00:00 AM,0.600316582,6.90E-08,2.48E-04,0.003,0.000125,0,0
154,4/7/2017,9:00:00 AM,0.588989854,6.77E-08,2.44E-04,0.003,0.000125,0,0
155,4/7/2017,10:00:00 AM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
156,4/7/2017,11:00:00 AM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
157,4/7/2017,12:00:00 PM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
158,4/7/2017,1:00:00 PM,0.566336398,6.51E-08,2.34E-04,0.003,0.000125,0,0
159,4/7/2017,2:00:00 PM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
160,4/7/2017,3:00:00 PM,0.566336398,6.51E-08,2.34E-04,0.003,0.000125,0,0
161,4/7/2017,4:00:00 PM,0.566336398,6.51E-08,2.34E-04,0.003,0.000125,0,0
162,4/7/2017,5:00:00 PM,0.566336398,6.51E-08,2.34E-04,0.003,0.000125,0,0
163,4/7/2017,6:00:00 PM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
164,4/7/2017,7:00:00 PM,0.600316582,6.90E-08,2.48E-04,0.003,0.000125,0,0
165,4/7/2017,8:00:00 PM,0.61164331,7.03E-08,2.53E-04,0.003,0.000125,0,0
166,4/7/2017,9:00:00 PM,0.637128448,7.32E-08,2.64E-04,0.003,0.000125,0.25,0.00025
167,4/7/2017,10:00:00 PM,0.622970038,7.16E-08,2.58E-04,0.003,0.000125,0,0
168,4/7/2017,11:00:00 PM,0.61164331,7.03E-08,2.53E-04,0.003,0.000125,0,0
169,4/8/2017,12:00:00 AM,0.588989854,6.77E-08,2.44E-04,0.003,0.000125,0,0
170,4/8/2017,1:00:00 AM,0.566336398,6.51E-08,2.34E-04,0.003,0.000125,0.100000001,0.0001
171,4/8/2017,2:00:00 AM,0.55500967,6.38E-08,2.30E-04,0.003,0.000125,0.175000012,0.000175
172,4/8/2017,3:00:00 AM,0.532356214,6.12E-08,2.20E-04,0.003,0.000125,0.050000001,5.00E-05
173,4/8/2017,4:00:00 AM,0.509702758,5.86E-08,2.11E-04,0.003,0.000125,0,0
174,4/8/2017,5:00:00 AM,0.49837603,5.73E-08,2.06E-04,0.003,0.000125,0.050000001,5.00E-05
175,4/8/2017,6:00:00 AM,0.475722574,5.47E-08,1.97E-04,0.003,0.000125,0,0
176,4/8/2017,7:00:00 AM,0.467227528,5.37E-08,1.93E-04,0.003,0.000125,0,0
177,4/8/2017,8:00:00 AM,0.455900801,5.24E-08,1.89E-04,0.003,0.000125,0,0
178,4/8/2017,9:00:00 AM,0.436079027,5.01E-08,1.80E-04,0.003,0.000125,0,0
179,4/8/2017,10:00:00 AM,0.424752299,4.88E-08,1.76E-04,0.003,0.000125,0,0
180,4/8/2017,11:00:00 AM,0.416257253,4.78E-08,1.72E-04,0.003,0.000125,0,0
181,4/8/2017,12:00:00 PM,0.404930525,4.65E-08,1.68E-04,0.003,0.000125,0,0
182,4/8/2017,1:00:00 PM,0.396435479,4.56E-08,1.64E-04,0.003,0.000125,0,0
183,4/8/2017,2:00:00 PM,0.396435479,4.56E-08,1.64E-04,0.003,0.000125,0,0
184,4/8/2017,3:00:00 PM,0.387940433,4.46E-08,1.60E-04,0.003,0.000125,0,0
185,4/8/2017,4:00:00 PM,0.376613705,4.33E-08,1.56E-04,0.003,0.000125,0,0
186,4/8/2017,5:00:00 PM,0.376613705,4.33E-08,1.56E-04,0.003,0.000125,0,0
187,4/8/2017,6:00:00 PM,0.368118659,4.23E-08,1.52E-04,0.003,0.000125,0,0
188,4/8/2017,7:00:00 PM,0.359623613,4.13E-08,1.49E-04,0.003,0.000125,0,0
189,4/8/2017,8:00:00 PM,0.359623613,4.13E-08,1.49E-04,0.003,0.000125,0,0
190,4/8/2017,9:00:00 PM,0.348296885,4.00E-08,1.44E-04,0.003,0.000125,0,0
191,4/8/2017,10:00:00 PM,0.348296885,4.00E-08,1.44E-04,0.003,0.000125,0,0
192,4/8/2017,11:00:00 PM,0.339801839,3.90E-08,1.41E-04,0.003,0.000125,0,0
193,4/9/2017,12:00:00 AM,0.339801839,3.90E-08,1.41E-04,0.003,0.000125,0,0
194,4/9/2017,1:00:00 AM,0.328475111,3.77E-08,1.36E-04,0.003,0.000125,0,0
195,4/9/2017,2:00:00 AM,0.328475111,3.77E-08,1.36E-04,0.003,0.000125,0,0
196,4/9/2017,3:00:00 AM,0.328475111,3.77E-08,1.36E-04,0.003,0.000125,0,0
197,4/9/2017,4:00:00 AM,0.319980065,3.68E-08,1.32E-04,0.003,0.000125,0,0
198,4/9/2017,5:00:00 AM,0.319980065,3.68E-08,1.32E-04,0.003,0.000125,0,0
199,4/9/2017,6:00:00 AM,0.319980065,3.68E-08,1.32E-04,0.003,0.000125,0,0
200,4/9/2017,7:00:00 AM,0.311485019,3.58E-08,1.29E-04,0.003,0.000125,0,0
201,4/9/2017,8:00:00 AM,0.311485019,3.58E-08,1.29E-04,0.003,0.000125,0,0
202,4/9/2017,9:00:00 AM,0.311485019,3.58E-08,1.29E-04,0.003,0.000125,0,0
203,4/9/2017,10:00:00 AM,0.302989973,3.48E-08,1.25E-04,0.003,0.000125,0,0
204,4/9/2017,11:00:00 AM,0.302989973,3.48E-08,1.25E-04,0.003,0.000125,0,0
205,4/9/2017,12:00:00 PM,0.311485019,3.58E-08,1.29E-04,0.003,0.000125,0,0
206,4/9/2017,1:00:00 PM,0.311485019,3.58E-08,1.29E-04,0.003,0.000125,0,0
207,4/9/2017,2:00:00 PM,0.339801839,3.90E-08,1.41E-04,0.003,0.000125,0,0
208,4/9/2017,3:00:00 PM,0.387940433,4.46E-08,1.60E-04,0.003,0.000125,0,0
209,4/9/2017,4:00:00 PM,0.455900801,5.24E-08,1.89E-04,0.003,0.000125,0,0
210,4/9/2017,5:00:00 PM,0.521029486,5.99E-08,2.16E-04,0.003,0.000125,0,0
211,4/9/2017,6:00:00 PM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
212,4/9/2017,7:00:00 PM,0.600316582,6.90E-08,2.48E-04,0.003,0.000125,0,0
213,4/9/2017,8:00:00 PM,0.61164331,7.03E-08,2.53E-04,0.003,0.000125,0,0
214,4/9/2017,9:00:00 PM,0.600316582,6.90E-08,2.48E-04,0.003,0.000125,0,0
215,4/9/2017,10:00:00 PM,0.588989854,6.77E-08,2.44E-04,0.003,0.000125,0,0
216,4/9/2017,11:00:00 PM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
217,4/10/2017,12:00:00 AM,0.55500967,6.38E-08,2.30E-04,0.003,0.000125,0,0
218,4/10/2017,1:00:00 AM,0.543682942,6.25E-08,2.25E-04,0.003,0.000125,0,0
219,4/10/2017,2:00:00 AM,0.532356214,6.12E-08,2.20E-04,0.003,0.000125,0,0
220,4/10/2017,3:00:00 AM,0.521029486,5.99E-08,2.16E-04,0.003,0.000125,0,0
221,4/10/2017,4:00:00 AM,0.509702758,5.86E-08,2.11E-04,0.003,0.000125,0,0
222,4/10/2017,5:00:00 AM,0.487049302,5.60E-08,2.01E-04,0.003,0.000125,0,0
223,4/10/2017,6:00:00 AM,0.475722574,5.47E-08,1.97E-04,0.003,0.000125,0,0
224,4/10/2017,7:00:00 AM,0.467227528,5.37E-08,1.93E-04,0.003,0.000125,0,0
225,4/10/2017,8:00:00 AM,0.455900801,5.24E-08,1.89E-04,0.003,0.000125,0,0
226,4/10/2017,9:00:00 AM,0.455900801,5.24E-08,1.89E-04,0.003,0.000125,0,0
227,4/10/2017,10:00:00 AM,0.444574073,5.11E-08,1.84E-04,0.003,0.000125,0,0
228,4/10/2017,11:00:00 AM,0.444574073,5.11E-08,1.84E-04,0.003,0.000125,0,0
229,4/10/2017,12:00:00 PM,0.475722574,5.47E-08,1.97E-04,0.003,0.000125,0,0
230,4/10/2017,1:00:00 PM,0.577663126,6.64E-08,2.39E-04,0.003,0.000125,0,0
231,4/10/2017,2:00:00 PM,0.821187777,9.44E-08,3.40E-04,0.003,0.000125,0,0
232,4/10/2017,3:00:00 PM,1.107187658,1.27E-07,4.58E-04,0.003,0.000125,0,0
233,4/10/2017,4:00:00 PM,1.3365539,1.54E-07,5.53E-04,0.003,0.000125,0,0
234,4/10/2017,5:00:00 PM,1.503623137,1.73E-07,6.22E-04,0.003,0.000125,0,0
235,4/10/2017,6:00:00 PM,1.580078551,1.82E-07,6.54E-04,0.003,0.000125,0,0
236,4/10/2017,7:00:00 PM,1.631048827,1.87E-07,6.75E-04,0.003,0.000125,0,0
237,4/10/2017,8:00:00 PM,1.605563689,1.84E-07,6.64E-04,0.003,0.000125,0,0
238,4/10/2017,9:00:00 PM,1.478137999,1.70E-07,6.11E-04,0.003,0.000125,0,0
239,4/10/2017,10:00:00 PM,1.359207356,1.56E-07,5.62E-04,0.003,0.000125,0,0
240,4/10/2017,11:00:00 PM,1.29407867,1.49E-07,5.35E-04,0.003,0.000125,0,0
241,4/11/2017,12:00:00 AM,1.228949984,1.41E-07,5.08E-04,0.003,0.000125,0,0
242,4/11/2017,1:00:00 AM,1.146831206,1.32E-07,4.74E-04,0.003,0.000125,0,0
243,4/11/2017,2:00:00 AM,1.087365884,1.25E-07,4.50E-04,0.003,0.000125,0,0
244,4/11/2017,3:00:00 AM,1.047722337,1.20E-07,4.33E-04,0.003,0.000125,0,0
245,4/11/2017,4:00:00 AM,0.999583743,1.15E-07,4.14E-04,0.003,0.000125,0,0
246,4/11/2017,5:00:00 AM,0.968435241,1.11E-07,4.01E-04,0.003,0.000125,0,0
247,4/11/2017,6:00:00 AM,0.923128329,1.06E-07,3.82E-04,0.003,0.000125,0,0
248,4/11/2017,7:00:00 AM,0.906138237,1.04E-07,3.75E-04,0.003,0.000125,0,0
249,4/11/2017,8:00:00 AM,0.877821417,1.01E-07,3.63E-04,0.003,0.000125,0,0
250,4/11/2017,9:00:00 AM,0.863663007,9.92E-08,3.57E-04,0.003,0.000125,0,0
251,4/11/2017,10:00:00 AM,0.863663007,9.92E-08,3.57E-04,0.003,0.000125,0,0
252,4/11/2017,11:00:00 AM,0.877821417,1.01E-07,3.63E-04,0.003,0.000125,0,0
253,4/11/2017,12:00:00 PM,0.999583743,1.15E-07,4.14E-04,0.003,0.000125,0.050000001,5.00E-05
254,4/11/2017,1:00:00 PM,1.206296528,1.39E-07,4.99E-04,0.003,0.000125,0,0
255,4/11/2017,2:00:00 PM,1.359207356,1.56E-07,5.62E-04,0.003,0.000125,0,0
256,4/11/2017,3:00:00 PM,1.605563689,1.84E-07,6.64E-04,0.003,0.000125,0,0
257,4/11/2017,4:00:00 PM,1.84908834,2.12E-07,7.65E-04,0.003,0.000125,0,0
258,4/11/2017,5:00:00 PM,2.055801125,2.36E-07,8.50E-04,0.003,0.000125,0,0
259,4/11/2017,6:00:00 PM,2.273840639,2.61E-07,9.41E-04,0.003,0.000125,0,0
260,4/11/2017,7:00:00 PM,2.180395133,2.51E-07,9.02E-04,0.003,0.000125,0,0
261,4/11/2017,8:00:00 PM,2.086949627,2.40E-07,8.63E-04,0.003,0.000125,0,0
262,4/11/2017,9:00:00 PM,2.024652623,2.33E-07,8.38E-04,0.003,0.000125,0,0
263,4/11/2017,10:00:00 PM,1.908553662,2.19E-07,7.90E-04,0.003,0.000125,0,0
264,4/11/2017,11:00:00 PM,1.87740516,2.16E-07,7.77E-04,0.003,0.000125,0.300000012,0.0003
265,4/12/2017,12:00:00 AM,1.82077152,2.09E-07,7.53E-04,0.003,0.000125,1.399999976,0.0014
