timestep,date,time,flow_cfs,flow_cms,flow_ms,Etp,avg_prec_mm,precip_m
1,5/1/2014,12:00:00 AM,1.8495,0.052371958,6.83E-08,0.000125,1.150000095,0.00115
2,5/1/2014,1:00:00 AM,1.9816,0.05611261,7.32E-08,0.000125,2.099999905,0.0021
3,5/1/2014,2:00:00 AM,1.9816,0.05611261,7.32E-08,0.000125,1.400000095,0.0014
4,5/1/2014,3:00:00 AM,2.1899,0.062011004,8.09E-08,0.000125,2.549999952,0.00255
5,5/1/2014,4:00:00 AM,2.4107,0.068263358,8.91E-08,0.000125,0.200000003,0.0002
6,5/1/2014,5:00:00 AM,2.6441,0.074872504,9.77E-08,0.000125,0,0
7,5/1/2014,6:00:00 AM,2.8904,0.081846936,1.07E-07,0.000125,0.200000003,0.0002
8,5/1/2014,7:00:00 AM,3.1498,0.089192319,1.16E-07,0.000125,0.200000003,0.0002
9,5/1/2014,8:00:00 AM,3.4225,0.096914316,1.26E-07,0.000125,1.600000024,0.0016
10,5/1/2014,9:00:00 AM,3.6118,0.10227469,1.33E-07,0.000125,1.950000048,0.00195
11,5/1/2014,10:00:00 AM,4.0085,0.113507973,1.48E-07,0.000125,0.200000003,0.0002
12,5/1/2014,11:00:00 AM,4.3223,0.122393791,1.60E-07,0.000125,0.200000003,0.0002
13,5/1/2014,12:00:00 PM,4.6501,0.131676044,1.72E-07,0.000125,2.099999905,0.0021
14,5/1/2014,1:00:00 PM,4.7626,0.134861686,1.76E-07,0.000125,0,0
15,5/1/2014,2:00:00 PM,4.9922,0.141363228,1.84E-07,0.000125,0,0
16,5/1/2014,3:00:00 PM,5.3488,0.151461006,1.98E-07,0.000125,0,0
17,5/1/2014,4:00:00 PM,5.5947,0.158424112,2.07E-07,0.000125,0,0
18,5/1/2014,5:00:00 PM,5.72,0.16197221,2.11E-07,0.000125,0,0
19,5/1/2014,6:00:00 PM,5.72,0.16197221,2.11E-07,0.000125,0,0
20,5/1/2014,7:00:00 PM,5.72,0.16197221,2.11E-07,0.000125,0,0
21,5/1/2014,8:00:00 PM,5.5947,0.158424112,2.07E-07,0.000125,0,0
22,5/1/2014,9:00:00 PM,5.3488,0.151461006,1.98E-07,0.000125,0,0
23,5/1/2014,10:00:00 PM,5.1095,0.144684791,1.89E-07,0.000125,0,0
24,5/1/2014,11:00:00 PM,5.72,0.16197221,2.11E-07,0.000125,0,0
25,5/2/2014,12:00:00 AM,6.5072,0.184263211,2.40E-07,0.000125,0.349999994,0.00035
26,5/2/2014,1:00:00 AM,6.5072,0.184263211,2.40E-07,0.000125,0,0
27,5/2/2014,2:00:00 AM,5.9758,0.169215652,2.21E-07,0.000125,0.699999988,0.0007
28,5/2/2014,3:00:00 AM,5.5947,0.158424112,2.07E-07,0.000125,0,0
29,5/2/2014,4:00:00 AM,4.9922,0.141363228,1.84E-07,0.000125,0.600000024,0.0006
30,5/2/2014,5:00:00 AM,4.6501,0.131676044,1.72E-07,0.000125,0,0
31,5/2/2014,6:00:00 AM,4.3223,0.122393791,1.60E-07,0.000125,0,0
32,5/2/2014,7:00:00 AM,4.1116,0.116427437,1.52E-07,0.000125,0,0
33,5/2/2014,8:00:00 AM,3.8071,0.107804965,1.41E-07,0.000125,0,0
34,5/2/2014,9:00:00 AM,3.7087,0.10501859,1.37E-07,0.000125,0,0
35,5/2/2014,10:00:00 AM,3.4225,0.096914316,1.26E-07,0.000125,0,0
36,5/2/2014,11:00:00 AM,3.4225,0.096914316,1.26E-07,0.000125,0,0
37,5/2/2014,12:00:00 PM,3.4225,0.096914316,1.26E-07,0.000125,0,0
38,5/2/2014,1:00:00 PM,3.4225,0.096914316,1.26E-07,0.000125,0,0
39,5/2/2014,2:00:00 PM,3.4225,0.096914316,1.26E-07,0.000125,0,0
40,5/2/2014,3:00:00 PM,3.6118,0.10227469,1.33E-07,0.000125,0,0
41,5/2/2014,4:00:00 PM,3.7087,0.10501859,1.37E-07,0.000125,0,0
42,5/2/2014,5:00:00 PM,3.7087,0.10501859,1.37E-07,0.000125,0.649999976,0.00065
43,5/2/2014,6:00:00 PM,3.7087,0.10501859,1.37E-07,0.000125,0.200000003,0.0002
44,5/2/2014,7:00:00 PM,3.7087,0.10501859,1.37E-07,0.000125,0,0
45,5/2/2014,8:00:00 PM,3.7087,0.10501859,1.37E-07,0.000125,0,0
46,5/2/2014,9:00:00 PM,3.6118,0.10227469,1.33E-07,0.000125,0,0
47,5/2/2014,10:00:00 PM,3.4225,0.096914316,1.26E-07,0.000125,0,0
48,5/2/2014,11:00:00 PM,3.3301,0.094297842,1.23E-07,0.000125,0,0
49,5/3/2014,12:00:00 AM,3.1498,0.089192319,1.16E-07,0.000125,0,0
50,5/3/2014,1:00:00 AM,2.9754,0.084253866,1.10E-07,0.000125,0,0
51,5/3/2014,2:00:00 AM,2.8904,0.081846936,1.07E-07,0.000125,0,0
52,5/3/2014,3:00:00 AM,2.7248,0.077157671,1.01E-07,0.000125,0,0
53,5/3/2014,4:00:00 AM,2.6441,0.074872504,9.77E-08,0.000125,0,0
54,5/3/2014,5:00:00 AM,2.6441,0.074872504,9.77E-08,0.000125,0,0
55,5/3/2014,6:00:00 AM,2.5649,0.072629811,9.48E-08,0.000125,0,0
56,5/3/2014,7:00:00 AM,2.4107,0.068263358,8.91E-08,0.000125,0,0
57,5/3/2014,8:00:00 AM,2.4107,0.068263358,8.91E-08,0.000125,0,0
58,5/3/2014,9:00:00 AM,2.3357,0.066139596,8.63E-08,0.000125,0,0
59,5/3/2014,10:00:00 AM,2.3357,0.066139596,8.63E-08,0.000125,0,0
60,5/3/2014,11:00:00 AM,2.3357,0.066139596,8.63E-08,0.000125,0,0
61,5/3/2014,12:00:00 PM,2.3357,0.066139596,8.63E-08,0.000125,0,0
62,5/3/2014,1:00:00 PM,2.4107,0.068263358,8.91E-08,0.000125,0,0
63,5/3/2014,2:00:00 PM,2.5649,0.072629811,9.48E-08,0.000125,0,0
64,5/3/2014,3:00:00 PM,2.5649,0.072629811,9.48E-08,0.000125,0,0
65,5/3/2014,4:00:00 PM,2.6441,0.074872504,9.77E-08,0.000125,0,0
66,5/3/2014,5:00:00 PM,2.6441,0.074872504,9.77E-08,0.000125,0,0
67,5/3/2014,6:00:00 PM,2.6441,0.074872504,9.77E-08,0.000125,0,0
68,5/3/2014,7:00:00 PM,2.6441,0.074872504,9.77E-08,0.000125,0,0
69,5/3/2014,8:00:00 PM,2.6441,0.074872504,9.77E-08,0.000125,0,0
70,5/3/2014,9:00:00 PM,2.6441,0.074872504,9.77E-08,0.000125,0,0
71,5/3/2014,10:00:00 PM,2.8904,0.081846936,1.07E-07,0.000125,0,0
72,5/3/2014,11:00:00 PM,2.8904,0.081846936,1.07E-07,0.000125,0,0
73,5/4/2014,12:00:00 AM,2.9754,0.084253866,1.10E-07,0.000125,0,0
74,5/4/2014,1:00:00 AM,2.9754,0.084253866,1.10E-07,0.000125,1.549999952,0.00155
75,5/4/2014,2:00:00 AM,2.9754,0.084253866,1.10E-07,0.000125,0.349999994,0.00035
76,5/4/2014,3:00:00 AM,2.8904,0.081846936,1.07E-07,0.000125,2.800000191,0.0028
77,5/4/2014,4:00:00 AM,2.9754,0.084253866,1.10E-07,0.000125,0.350000024,0.00035
78,5/4/2014,5:00:00 AM,3.4225,0.096914316,1.26E-07,0.000125,0,0
79,5/4/2014,6:00:00 AM,3.8071,0.107804965,1.41E-07,0.000125,0,0
80,5/4/2014,7:00:00 AM,4.0085,0.113507973,1.48E-07,0.000125,0,0
81,5/4/2014,8:00:00 AM,4.0085,0.113507973,1.48E-07,0.000125,0.200000003,0.0002
82,5/4/2014,9:00:00 AM,4.0085,0.113507973,1.48E-07,0.000125,2,0.002
83,5/4/2014,10:00:00 AM,4.0085,0.113507973,1.48E-07,0.000125,1.25,0.00125
84,5/4/2014,11:00:00 AM,3.8071,0.107804965,1.41E-07,0.000125,0,0
85,5/4/2014,12:00:00 PM,3.8071,0.107804965,1.41E-07,0.000125,0,0
86,5/4/2014,1:00:00 PM,3.8071,0.107804965,1.41E-07,0.000125,0,0
87,5/4/2014,2:00:00 PM,3.8071,0.107804965,1.41E-07,0.000125,0.550000012,0.00055
88,5/4/2014,3:00:00 PM,4.0085,0.113507973,1.48E-07,0.000125,0.400000006,0.0004
89,5/4/2014,4:00:00 PM,4.3223,0.122393791,1.60E-07,0.000125,0.25,0.00025
90,5/4/2014,5:00:00 PM,5.3488,0.151461006,1.98E-07,0.000125,0.200000003,0.0002
91,5/4/2014,6:00:00 PM,7.6513,0.216660484,2.83E-07,0.000125,0.150000006,0.00015
92,5/4/2014,7:00:00 PM,7.8021,0.220930661,2.88E-07,0.000125,0.450000018,0.00045
93,5/4/2014,8:00:00 PM,8.4227,0.238504079,3.11E-07,0.000125,1.75,0.00175
94,5/4/2014,9:00:00 PM,8.2649,0.234035685,3.05E-07,0.000125,1.049999952,0.00105
95,5/4/2014,10:00:00 PM,7.9546,0.225248976,2.94E-07,0.000125,0.550000012,0.00055
96,5/4/2014,11:00:00 PM,7.8021,0.220930661,2.88E-07,0.000125,0.450000018,0.00045
97,5/5/2014,12:00:00 AM,7.355,0.20827021,2.72E-07,0.000125,0,0
98,5/5/2014,1:00:00 AM,6.7829,0.192070158,2.51E-07,0.000125,0,0
99,5/5/2014,2:00:00 AM,6.3718,0.180429113,2.35E-07,0.000125,0,0
100,5/5/2014,3:00:00 AM,5.9758,0.169215652,2.21E-07,0.000125,0,0
101,5/5/2014,4:00:00 AM,5.5947,0.158424112,2.07E-07,0.000125,0,0
102,5/5/2014,5:00:00 AM,5.1095,0.144684791,1.89E-07,0.000125,0,0
103,5/5/2014,6:00:00 AM,4.9922,0.141363228,1.84E-07,0.000125,0,0
104,5/5/2014,7:00:00 AM,4.6501,0.131676044,1.72E-07,0.000125,0,0
105,5/5/2014,8:00:00 AM,4.43,0.125443512,1.64E-07,0.000125,0,0
106,5/5/2014,9:00:00 AM,4.3223,0.122393791,1.60E-07,0.000125,0,0
107,5/5/2014,10:00:00 AM,4.1116,0.116427437,1.52E-07,0.000125,0,0
108,5/5/2014,11:00:00 AM,4.0085,0.113507973,1.48E-07,0.000125,0,0
109,5/5/2014,12:00:00 PM,4.0085,0.113507973,1.48E-07,0.000125,0,0
110,5/5/2014,1:00:00 PM,3.7087,0.10501859,1.37E-07,0.000125,0,0
111,5/5/2014,2:00:00 PM,3.7087,0.10501859,1.37E-07,0.000125,0,0
112,5/5/2014,3:00:00 PM,3.6118,0.10227469,1.33E-07,0.000125,0,0
113,5/5/2014,4:00:00 PM,3.4225,0.096914316,1.26E-07,0.000125,0,0
114,5/5/2014,5:00:00 PM,3.4225,0.096914316,1.26E-07,0.000125,0,0
115,5/5/2014,6:00:00 PM,3.3301,0.094297842,1.23E-07,0.000125,0,0
116,5/5/2014,7:00:00 PM,3.1498,0.089192319,1.16E-07,0.000125,0,0
117,5/5/2014,8:00:00 PM,3.1498,0.089192319,1.16E-07,0.000125,0,0
118,5/5/2014,9:00:00 PM,2.9754,0.084253866,1.10E-07,0.000125,0,0
119,5/5/2014,10:00:00 PM,2.8904,0.081846936,1.07E-07,0.000125,0,0
120,5/5/2014,11:00:00 PM,2.8904,0.081846936,1.07E-07,0.000125,0,0
121,5/6/2014,12:00:00 AM,2.7248,0.077157671,1.01E-07,0.000125,0,0
122,5/6/2014,1:00:00 AM,2.6441,0.074872504,9.77E-08,0.000125,0,0
123,5/6/2014,2:00:00 AM,2.6441,0.074872504,9.77E-08,0.000125,0,0
124,5/6/2014,3:00:00 AM,2.5649,0.072629811,9.48E-08,0.000125,0,0
125,5/6/2014,4:00:00 AM,2.5649,0.072629811,9.48E-08,0.000125,0,0
126,5/6/2014,5:00:00 AM,2.4107,0.068263358,8.91E-08,0.000125,0,0
127,5/6/2014,6:00:00 AM,2.3357,0.066139596,8.63E-08,0.000125,0,0
128,5/6/2014,7:00:00 AM,2.1899,0.062011004,8.09E-08,0.000125,0,0
129,5/6/2014,8:00:00 AM,2.1899,0.062011004,8.09E-08,0.000125,0,0
130,5/6/2014,9:00:00 AM,2.1899,0.062011004,8.09E-08,0.000125,0,0
131,5/6/2014,10:00:00 AM,2.0497,0.058040986,7.57E-08,0.000125,0,0
132,5/6/2014,11:00:00 AM,2.0497,0.058040986,7.57E-08,0.000125,0,0
133,5/6/2014,12:00:00 PM,1.9816,0.05611261,7.32E-08,0.000125,0,0
134,5/6/2014,1:00:00 PM,1.9816,0.05611261,7.32E-08,0.000125,0,0
135,5/6/2014,2:00:00 PM,1.9816,0.05611261,7.32E-08,0.000125,0,0
136,5/6/2014,3:00:00 PM,1.9816,0.05611261,7.32E-08,0.000125,0,0
137,5/6/2014,4:00:00 PM,1.9816,0.05611261,7.32E-08,0.000125,0,0
138,5/6/2014,5:00:00 PM,1.9816,0.05611261,7.32E-08,0.000125,0,0
139,5/6/2014,6:00:00 PM,1.9816,0.05611261,7.32E-08,0.000125,0,0
140,5/6/2014,7:00:00 PM,1.8495,0.052371958,6.83E-08,0.000125,0,0
141,5/6/2014,8:00:00 PM,1.8495,0.052371958,6.83E-08,0.000125,0,0
142,5/6/2014,9:00:00 PM,1.7854,0.05055685,6.60E-08,0.000125,0,0
143,5/6/2014,10:00:00 PM,1.7854,0.05055685,6.60E-08,0.000125,0,0
144,5/6/2014,11:00:00 PM,1.7854,0.05055685,6.60E-08,0.000125,0,0
145,5/7/2014,12:00:00 AM,1.7854,0.05055685,6.60E-08,0.000125,0,0
146,5/7/2014,1:00:00 AM,1.7227,0.048781386,6.37E-08,0.000125,0,0
147,5/7/2014,2:00:00 AM,1.7227,0.048781386,6.37E-08,0.000125,0,0
148,5/7/2014,3:00:00 AM,1.6013,0.045343724,5.92E-08,0.000125,0,0
149,5/7/2014,4:00:00 AM,1.6013,0.045343724,5.92E-08,0.000125,0,0
150,5/7/2014,5:00:00 AM,1.6013,0.045343724,5.92E-08,0.000125,0,0
151,5/7/2014,6:00:00 AM,1.6013,0.045343724,5.92E-08,0.000125,0,0
152,5/7/2014,7:00:00 AM,1.5425,0.043678695,5.70E-08,0.000125,0,0
153,5/7/2014,8:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
154,5/7/2014,9:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
155,5/7/2014,10:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
156,5/7/2014,11:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
157,5/7/2014,12:00:00 PM,1.4289,0.040461904,5.28E-08,0.000125,0,0
158,5/7/2014,1:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
159,5/7/2014,2:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
160,5/7/2014,3:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
161,5/7/2014,4:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
162,5/7/2014,5:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
163,5/7/2014,6:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
164,5/7/2014,7:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
165,5/7/2014,8:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
166,5/7/2014,9:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
167,5/7/2014,10:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
168,5/7/2014,11:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0,0
169,5/8/2014,12:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
170,5/8/2014,1:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
171,5/8/2014,2:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
172,5/8/2014,3:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
173,5/8/2014,4:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
174,5/8/2014,5:00:00 AM,1.1669,0.033042897,4.31E-08,0.000125,0,0
175,5/8/2014,6:00:00 AM,1.1669,0.033042897,4.31E-08,0.000125,0,0
176,5/8/2014,7:00:00 AM,1.1669,0.033042897,4.31E-08,0.000125,0,0
177,5/8/2014,8:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
178,5/8/2014,9:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
179,5/8/2014,10:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
180,5/8/2014,11:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
181,5/8/2014,12:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
182,5/8/2014,1:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
183,5/8/2014,2:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
184,5/8/2014,3:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
185,5/8/2014,4:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
186,5/8/2014,5:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
187,5/8/2014,6:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
188,5/8/2014,7:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
189,5/8/2014,8:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
190,5/8/2014,9:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
191,5/8/2014,10:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
192,5/8/2014,11:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
193,5/9/2014,12:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
194,5/9/2014,1:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
195,5/9/2014,2:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
196,5/9/2014,3:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
197,5/9/2014,4:00:00 AM,1.0708,0.030321651,3.96E-08,0.000125,0,0
198,5/9/2014,5:00:00 AM,1.0708,0.030321651,3.96E-08,0.000125,0,0
199,5/9/2014,6:00:00 AM,1.0708,0.030321651,3.96E-08,0.000125,0,0
200,5/9/2014,7:00:00 AM,1.0708,0.030321651,3.96E-08,0.000125,0,0
201,5/9/2014,8:00:00 AM,1.0708,0.030321651,3.96E-08,0.000125,0,0
202,5/9/2014,9:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
203,5/9/2014,10:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
204,5/9/2014,11:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
205,5/9/2014,12:00:00 PM,0.9796,0.027739157,3.62E-08,0.000125,0,0
206,5/9/2014,1:00:00 PM,0.9796,0.027739157,3.62E-08,0.000125,0,0
207,5/9/2014,2:00:00 PM,0.9796,0.027739157,3.62E-08,0.000125,0,0
208,5/9/2014,3:00:00 PM,0.9796,0.027739157,3.62E-08,0.000125,0,0
209,5/9/2014,4:00:00 PM,0.9796,0.027739157,3.62E-08,0.000125,0,0
210,5/9/2014,5:00:00 PM,0.9796,0.027739157,3.62E-08,0.000125,0,0
211,5/9/2014,6:00:00 PM,0.9796,0.027739157,3.62E-08,0.000125,0,0
212,5/9/2014,7:00:00 PM,0.9357,0.026496048,3.46E-08,0.000125,0,0
213,5/9/2014,8:00:00 PM,0.9357,0.026496048,3.46E-08,0.000125,0,0
214,5/9/2014,9:00:00 PM,0.9357,0.026496048,3.46E-08,0.000125,0,0
215,5/9/2014,10:00:00 PM,0.9357,0.026496048,3.46E-08,0.000125,0,0
216,5/9/2014,11:00:00 PM,0.9357,0.026496048,3.46E-08,0.000125,0,0
217,5/10/2014,12:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
218,5/10/2014,1:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
219,5/10/2014,2:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
220,5/10/2014,3:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
221,5/10/2014,4:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
222,5/10/2014,5:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
223,5/10/2014,6:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
224,5/10/2014,7:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
225,5/10/2014,8:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0.200000003,0.0002
226,5/10/2014,9:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0,0
227,5/10/2014,10:00:00 AM,1.1183,0.0316667,4.13E-08,0.000125,0.700000048,0.0007
228,5/10/2014,11:00:00 AM,1.1669,0.033042897,4.31E-08,0.000125,1.649999976,0.00165
229,5/10/2014,12:00:00 PM,1.2679,0.035902896,4.69E-08,0.000125,0.550000012,0.00055
230,5/10/2014,1:00:00 PM,1.3203,0.037386697,4.88E-08,0.000125,0.850000024,0.00085
231,5/10/2014,2:00:00 PM,1.4289,0.040461904,5.28E-08,0.000125,1.350000024,0.00135
232,5/10/2014,3:00:00 PM,1.4289,0.040461904,5.28E-08,0.000125,0,0
233,5/10/2014,4:00:00 PM,1.5425,0.043678695,5.70E-08,0.000125,0,0
234,5/10/2014,5:00:00 PM,1.6013,0.045343724,5.92E-08,0.000125,0,0
235,5/10/2014,6:00:00 PM,1.6013,0.045343724,5.92E-08,0.000125,0,0
236,5/10/2014,7:00:00 PM,1.6013,0.045343724,5.92E-08,0.000125,0,0
237,5/10/2014,8:00:00 PM,1.6013,0.045343724,5.92E-08,0.000125,0,0
238,5/10/2014,9:00:00 PM,1.6013,0.045343724,5.92E-08,0.000125,0,0
239,5/10/2014,10:00:00 PM,1.6013,0.045343724,5.92E-08,0.000125,0,0
240,5/10/2014,11:00:00 PM,1.6013,0.045343724,5.92E-08,0.000125,0,0
241,5/11/2014,12:00:00 AM,1.6013,0.045343724,5.92E-08,0.000125,0,0
242,5/11/2014,1:00:00 AM,1.5425,0.043678695,5.70E-08,0.000125,0,0
243,5/11/2014,2:00:00 AM,1.5425,0.043678695,5.70E-08,0.000125,0,0
244,5/11/2014,3:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
245,5/11/2014,4:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
246,5/11/2014,5:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
247,5/11/2014,6:00:00 AM,1.4289,0.040461904,5.28E-08,0.000125,0,0
248,5/11/2014,7:00:00 AM,1.3203,0.037386697,4.88E-08,0.000125,0,0
249,5/11/2014,8:00:00 AM,1.3203,0.037386697,4.88E-08,0.000125,0,0
250,5/11/2014,9:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
251,5/11/2014,10:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
252,5/11/2014,11:00:00 AM,1.2679,0.035902896,4.69E-08,0.000125,0,0
253,5/11/2014,12:00:00 PM,1.2679,0.035902896,4.69E-08,0.000125,0,0
254,5/11/2014,1:00:00 PM,1.1669,0.033042897,4.31E-08,0.000125,0,0
255,5/11/2014,2:00:00 PM,1.1669,0.033042897,4.31E-08,0.000125,0,0
256,5/11/2014,3:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
257,5/11/2014,4:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
258,5/11/2014,5:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
259,5/11/2014,6:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
260,5/11/2014,7:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
261,5/11/2014,8:00:00 PM,1.1183,0.0316667,4.13E-08,0.000125,0,0
262,5/11/2014,9:00:00 PM,1.0708,0.030321651,3.96E-08,0.000125,0,0
263,5/11/2014,10:00:00 PM,1.0708,0.030321651,3.96E-08,0.000125,0,0
264,5/11/2014,11:00:00 PM,1.0708,0.030321651,3.96E-08,0.000125,0,0
265,5/12/2014,12:00:00 AM,1.0708,0.030321651,3.96E-08,0.000125,0,0
266,5/12/2014,1:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
267,5/12/2014,2:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
268,5/12/2014,3:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
269,5/12/2014,4:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
270,5/12/2014,5:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
271,5/12/2014,6:00:00 AM,0.9796,0.027739157,3.62E-08,0.000125,0,0
272,5/12/2014,7:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
273,5/12/2014,8:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
274,5/12/2014,9:00:00 AM,0.9357,0.026496048,3.46E-08,0.000125,0,0
275,5/12/2014,10:00:00 AM,0.8516,0.024114604,3.15E-08,0.000125,0,0
276,5/12/2014,11:00:00 AM,0.8516,0.024114604,3.15E-08,0.000125,0,0
277,5/12/2014,12:00:00 PM,0.8516,0.024114604,3.15E-08,0.000125,0,0
278,5/12/2014,1:00:00 PM,0.8516,0.024114604,3.15E-08,0.000125,0,0
279,5/12/2014,2:00:00 PM,0.8516,0.024114604,3.15E-08,0.000125,0,0
280,5/12/2014,3:00:00 PM,0.8516,0.024114604,3.15E-08,0.000125,0,0
281,5/12/2014,4:00:00 PM,0.8516,0.024114604,3.15E-08,0.000125,0,0
282,5/12/2014,5:00:00 PM,0.8516,0.024114604,3.15E-08,0.000125,0,0
283,5/12/2014,6:00:00 PM,0.8113,0.022973436,3.00E-08,0.000125,0,0
284,5/12/2014,7:00:00 PM,0.8113,0.022973436,3.00E-08,0.000125,0,0
285,5/12/2014,8:00:00 PM,0.8113,0.022973436,3.00E-08,0.000125,0,0
286,5/12/2014,9:00:00 PM,0.8113,0.022973436,3.00E-08,0.000125,0,0
287,5/12/2014,10:00:00 PM,0.8113,0.022973436,3.00E-08,0.000125,0,0
288,5/12/2014,11:00:00 PM,0.8113,0.022973436,3.00E-08,0.000125,0,0
289,5/13/2014,12:00:00 AM,0.8113,0.022973436,3.00E-08,0.000125,0,0
290,5/13/2014,1:00:00 AM,0.8113,0.022973436,3.00E-08,0.000125,0,0
291,5/13/2014,2:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
292,5/13/2014,3:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
293,5/13/2014,4:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
294,5/13/2014,5:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
295,5/13/2014,6:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
296,5/13/2014,7:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
297,5/13/2014,8:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
298,5/13/2014,9:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
299,5/13/2014,10:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
300,5/13/2014,11:00:00 AM,0.7341,0.020787377,2.71E-08,0.000125,0,0
301,5/13/2014,12:00:00 PM,0.7341,0.020787377,2.71E-08,0.000125,0,0
302,5/13/2014,1:00:00 PM,0.7341,0.020787377,2.71E-08,0.000125,0,0
303,5/13/2014,2:00:00 PM,0.7341,0.020787377,2.71E-08,0.000125,0,0
304,5/13/2014,3:00:00 PM,0.6972,0.019742487,2.58E-08,0.000125,0,0
