timestep,date,time,flow_cfs,flow_cms,flow_ms,Etp,avg_prec_mm,precip_m
3189,9/10/2014,8:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3190,9/10/2014,9:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3191,9/10/2014,10:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3192,9/10/2014,11:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3193,9/11/2014,12:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3194,9/11/2014,1:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3195,9/11/2014,2:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3196,9/11/2014,3:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3197,9/11/2014,4:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3198,9/11/2014,5:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3199,9/11/2014,6:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3200,9/11/2014,7:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3201,9/11/2014,8:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3202,9/11/2014,9:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3203,9/11/2014,10:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3204,9/11/2014,11:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3205,9/11/2014,12:00:00 PM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3206,9/11/2014,1:00:00 PM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3207,9/11/2014,2:00:00 PM,0.086,0.002435247,3.18E-09,0.000166667,0.75,0.00075
3208,9/11/2014,3:00:00 PM,0.086,0.002435247,3.18E-09,0.000166667,0,0
3209,9/11/2014,4:00:00 PM,0.086,0.002435247,3.18E-09,0.000166667,0,0
3210,9/11/2014,5:00:00 PM,0.086,0.002435247,3.18E-09,0.000166667,0.649999976,0.00065
3211,9/11/2014,6:00:00 PM,0.086,0.002435247,3.18E-09,0.000166667,0,0
3212,9/11/2014,7:00:00 PM,0.086,0.002435247,3.18E-09,0.000166667,0.300000012,0.0003
3213,9/11/2014,8:00:00 PM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3214,9/11/2014,9:00:00 PM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3215,9/11/2014,10:00:00 PM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3216,9/11/2014,11:00:00 PM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3217,9/12/2014,12:00:00 AM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3218,9/12/2014,1:00:00 AM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3219,9/12/2014,2:00:00 AM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3220,9/12/2014,3:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3221,9/12/2014,4:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3222,9/12/2014,5:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3223,9/12/2014,6:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3224,9/12/2014,7:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3225,9/12/2014,8:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3226,9/12/2014,9:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3227,9/12/2014,10:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3228,9/12/2014,11:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3229,9/12/2014,12:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3230,9/12/2014,1:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3231,9/12/2014,2:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3232,9/12/2014,3:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3233,9/12/2014,4:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3234,9/12/2014,5:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3235,9/12/2014,6:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3236,9/12/2014,7:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3237,9/12/2014,8:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3238,9/12/2014,9:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3239,9/12/2014,10:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3240,9/12/2014,11:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3241,9/13/2014,12:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3242,9/13/2014,1:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3243,9/13/2014,2:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3244,9/13/2014,3:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3245,9/13/2014,4:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3246,9/13/2014,5:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3247,9/13/2014,6:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3248,9/13/2014,7:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3249,9/13/2014,8:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3250,9/13/2014,9:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3251,9/13/2014,10:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3252,9/13/2014,11:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3253,9/13/2014,12:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3254,9/13/2014,1:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3255,9/13/2014,2:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3256,9/13/2014,3:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3257,9/13/2014,4:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3258,9/13/2014,5:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3259,9/13/2014,6:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3260,9/13/2014,7:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0.75,0.00075
3261,9/13/2014,8:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,1.200000048,0.0012
3262,9/13/2014,9:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,2.200000048,0.0022
3263,9/13/2014,10:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,1.150000095,0.00115
3264,9/13/2014,11:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3265,9/14/2014,12:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0.150000006,0.00015
3266,9/14/2014,1:00:00 AM,0.0759,0.002149247,2.80E-09,0.000166667,0.100000001,0.0001
3267,9/14/2014,2:00:00 AM,0.0759,0.002149247,2.80E-09,0.000166667,0,0
3268,9/14/2014,3:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0.050000001,5.00E-05
3269,9/14/2014,4:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3270,9/14/2014,5:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3271,9/14/2014,6:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3272,9/14/2014,7:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3273,9/14/2014,8:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3274,9/14/2014,9:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3275,9/14/2014,10:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3276,9/14/2014,11:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3277,9/14/2014,12:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3278,9/14/2014,1:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3279,9/14/2014,2:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3280,9/14/2014,3:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3281,9/14/2014,4:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3282,9/14/2014,5:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3283,9/14/2014,6:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3284,9/14/2014,7:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0,0
3285,9/14/2014,8:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3286,9/14/2014,9:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3287,9/14/2014,10:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3288,9/14/2014,11:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3289,9/15/2014,12:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3290,9/15/2014,1:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3291,9/15/2014,2:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3292,9/15/2014,3:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3293,9/15/2014,4:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3294,9/15/2014,5:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3295,9/15/2014,6:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3296,9/15/2014,7:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3297,9/15/2014,8:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3298,9/15/2014,9:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3299,9/15/2014,10:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3300,9/15/2014,11:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3301,9/15/2014,12:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3302,9/15/2014,1:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3303,9/15/2014,2:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3304,9/15/2014,3:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3305,9/15/2014,4:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3306,9/15/2014,5:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3307,9/15/2014,6:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3308,9/15/2014,7:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3309,9/15/2014,8:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3310,9/15/2014,9:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3311,9/15/2014,10:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3312,9/15/2014,11:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3313,9/16/2014,12:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3314,9/16/2014,1:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3315,9/16/2014,2:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3316,9/16/2014,3:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3317,9/16/2014,4:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0.649999976,0.00065
3318,9/16/2014,5:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,1.149999976,0.00115
3319,9/16/2014,6:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3320,9/16/2014,7:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3321,9/16/2014,8:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3322,9/16/2014,9:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0.449999988,0.00045
3323,9/16/2014,10:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0.200000003,0.0002
3324,9/16/2014,11:00:00 AM,0.0576,0.001631049,2.13E-09,0.000166667,0.400000006,0.0004
3325,9/16/2014,12:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0.5,0.0005
3326,9/16/2014,1:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0.350000024,0.00035
3327,9/16/2014,2:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0.050000001,5.00E-05
3328,9/16/2014,3:00:00 PM,0.0576,0.001631049,2.13E-09,0.000166667,0.200000003,0.0002
3329,9/16/2014,4:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3330,9/16/2014,5:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3331,9/16/2014,6:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3332,9/16/2014,7:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3333,9/16/2014,8:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3334,9/16/2014,9:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3335,9/16/2014,10:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3336,9/16/2014,11:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3337,9/17/2014,12:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3338,9/17/2014,1:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3339,9/17/2014,2:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3340,9/17/2014,3:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3341,9/17/2014,4:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3342,9/17/2014,5:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3343,9/17/2014,6:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3344,9/17/2014,7:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3345,9/17/2014,8:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3346,9/17/2014,9:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3347,9/17/2014,10:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3348,9/17/2014,11:00:00 AM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3349,9/17/2014,12:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3350,9/17/2014,1:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3351,9/17/2014,2:00:00 PM,0.0492,0.001393188,1.82E-09,0.000166667,0,0
3352,9/17/2014,3:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3353,9/17/2014,4:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3354,9/17/2014,5:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3355,9/17/2014,6:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3356,9/17/2014,7:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3357,9/17/2014,8:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3358,9/17/2014,9:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3359,9/17/2014,10:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3360,9/17/2014,11:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3361,9/18/2014,12:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3362,9/18/2014,1:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3363,9/18/2014,2:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3364,9/18/2014,3:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3365,9/18/2014,4:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3366,9/18/2014,5:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3367,9/18/2014,6:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3368,9/18/2014,7:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3369,9/18/2014,8:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3370,9/18/2014,9:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3371,9/18/2014,10:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3372,9/18/2014,11:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3373,9/18/2014,12:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3374,9/18/2014,1:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3375,9/18/2014,2:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3376,9/18/2014,3:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3377,9/18/2014,4:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3378,9/18/2014,5:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3379,9/18/2014,6:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3380,9/18/2014,7:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3381,9/18/2014,8:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3382,9/18/2014,9:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3383,9/18/2014,10:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3384,9/18/2014,11:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3385,9/19/2014,12:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3386,9/19/2014,1:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3387,9/19/2014,2:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3388,9/19/2014,3:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3389,9/19/2014,4:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3390,9/19/2014,5:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3391,9/19/2014,6:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3392,9/19/2014,7:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3393,9/19/2014,8:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3394,9/19/2014,9:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3395,9/19/2014,10:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3396,9/19/2014,11:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3397,9/19/2014,12:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3398,9/19/2014,1:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3399,9/19/2014,2:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3400,9/19/2014,3:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3401,9/19/2014,4:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3402,9/19/2014,5:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3403,9/19/2014,6:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3404,9/19/2014,7:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3405,9/19/2014,8:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3406,9/19/2014,9:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3407,9/19/2014,10:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3408,9/19/2014,11:00:00 PM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3409,9/20/2014,12:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3410,9/20/2014,1:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3411,9/20/2014,2:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3412,9/20/2014,3:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3413,9/20/2014,4:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3414,9/20/2014,5:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3415,9/20/2014,6:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3416,9/20/2014,7:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3417,9/20/2014,8:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3418,9/20/2014,9:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3419,9/20/2014,10:00:00 AM,0.0201,0.000569168,7.43E-10,0.000166667,0,0
3420,9/20/2014,11:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3421,9/20/2014,12:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3422,9/20/2014,1:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3423,9/20/2014,2:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3424,9/20/2014,3:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3425,9/20/2014,4:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3426,9/20/2014,5:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3427,9/20/2014,6:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3428,9/20/2014,7:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3429,9/20/2014,8:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3430,9/20/2014,9:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3431,9/20/2014,10:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3432,9/20/2014,11:00:00 PM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3433,9/21/2014,12:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3434,9/21/2014,1:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3435,9/21/2014,2:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3436,9/21/2014,3:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3437,9/21/2014,4:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3438,9/21/2014,5:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3439,9/21/2014,6:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3440,9/21/2014,7:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3441,9/21/2014,8:00:00 AM,0.0297,0.00084101,1.10E-09,0.000166667,0,0
3442,9/21/2014,9:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3443,9/21/2014,10:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3444,9/21/2014,11:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3445,9/21/2014,12:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3446,9/21/2014,1:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3447,9/21/2014,2:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3448,9/21/2014,3:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3449,9/21/2014,4:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3450,9/21/2014,5:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3451,9/21/2014,6:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3452,9/21/2014,7:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3453,9/21/2014,8:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3454,9/21/2014,9:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3455,9/21/2014,10:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3456,9/21/2014,11:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3457,9/22/2014,12:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3458,9/22/2014,1:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3459,9/22/2014,2:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3460,9/22/2014,3:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3461,9/22/2014,4:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3462,9/22/2014,5:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0.200000003,0.0002
3463,9/22/2014,6:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0.950000048,0.00095
3464,9/22/2014,7:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0.050000001,5.00E-05
3465,9/22/2014,8:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0.650000036,0.00065
3466,9/22/2014,9:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3467,9/22/2014,10:00:00 AM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3468,9/22/2014,11:00:00 AM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3469,9/22/2014,12:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3470,9/22/2014,1:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3471,9/22/2014,2:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3472,9/22/2014,3:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3473,9/22/2014,4:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3474,9/22/2014,5:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3475,9/22/2014,6:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3476,9/22/2014,7:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3477,9/22/2014,8:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3478,9/22/2014,9:00:00 PM,0.0419,0.001186475,1.55E-09,0.000166667,0,0
3479,9/22/2014,10:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3480,9/22/2014,11:00:00 PM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
3481,9/23/2014,12:00:00 AM,0.0354,0.001002415,1.31E-09,0.000166667,0,0
