,date,hour,day_month,P,Qse,Qgw,model_m3hr,model_mhr,storageRatio,areaRatio,observ_mh
721,2017-05-01,00:00:00,01-May,0.0,0.0,1089.71858279786,1089.71858279786,0.0001252622084944951,0.9398608197523742,0.0028465108158103954,0.00012888
722,2017-05-01,01:00:00,01-May,0.4000000059604645,9.905288484457312,1089.6217710145816,1099.5270594990388,0.00012638968440703937,0.9401648312048018,0.0031453870255600393,0.00012167999999999999
723,2017-05-01,02:00:00,01-May,0.07500000298023224,2.052247163713439,1089.83322960301,1091.8854767667235,0.0001255112910818695,0.9401087075353903,0.0031242559276962955,0.00011448
724,2017-05-01,03:00:00,01-May,0.0,0.0,1089.7941942116768,1089.7941942116768,0.00012527089996111003,0.9399695176305796,0.0030298829814706385,0.00010764
725,2017-05-01,04:00:00,01-May,0.0,0.0,1089.69738018945,1089.69738018945,0.00012525977127299844,0.9398303400909778,0.002828991440810796,0.00010439999999999999
726,2017-05-01,05:00:00,01-May,0.0,0.0,1089.600569034026,1089.600569034026,0.00012524864291442336,0.9396911749162188,0.0027747155295802695,0.00010116
727,2017-05-01,06:00:00,01-May,0.25,6.034659437395889,1089.5037607454892,1095.5384201828851,0.00012593119376778952,0.9398290291294006,0.0028284831624371086,9.828e-05
728,2017-05-01,07:00:00,01-May,0.0,0.0,1089.5996571088722,1089.5996571088722,0.00012524853808941572,0.9396898640711138,0.0027742018316399527,9.504000000000001e-05
729,2017-05-01,08:00:00,01-May,0.0,0.0,1089.5028488473413,1089.5028488473413,0.00012523741006349116,0.9395507113773003,0.002691966440904878,9.216e-05
730,2017-05-01,09:00:00,01-May,2.9499998092651367,69.085343588549,1089.4060434527833,1158.4913870413322,0.00013316758285434016,0.942680524946236,0.0038985269284124466,9.216e-05
731,2017-05-01,10:00:00,01-May,4.724999904632568,160.2494822054374,1091.5820003281647,1251.831482533602,0.0001438969460927182,0.9477706393286485,0.007316616828972167,9.216e-05
732,2017-05-01,11:00:00,01-May,1.625,103.43272566842046,1095.1146660462423,1198.5473917146628,0.00013777198594340626,0.9494231148838572,0.008407220580916837,0.00010116
733,2017-05-01,12:00:00,01-May,2.450000047683716,179.18961132455172,1096.2598922946436,1275.4495036191952,0.00014661181718710216,0.9519824351239994,0.010778799562404547,0.00010439999999999999
734,2017-05-01,13:00:00,01-May,0.0,0.0,1098.032022774093,1098.032022774093,0.000126217831228702,0.9518421930733356,0.010680164480730454,0.00010439999999999999
735,2017-05-01,14:00:00,01-May,0.15000000596046448,13.936814188816406,1097.9349654371688,1111.8717796259853,0.0001278086993075447,0.9518668500647627,0.010718049823875649,0.00010116
736,2017-05-01,15:00:00,01-May,0.5,46.62083722140311,1097.9520302193182,1144.5728674407212,0.0001315676610656614,0.9522762193142802,0.011048978511015856,9.828e-05
737,2017-05-01,16:00:00,01-May,0.574999988079071,55.269337274188196,1098.235323505033,1153.5046607792212,0.00013259436298399002,0.9527677811039763,0.011465663284717844,9.504000000000001e-05
738,2017-05-01,17:00:00,01-May,0.0,0.0,1098.5754316310981,1098.5754316310981,0.00012628029560677028,0.952627469648448,0.011381004292702394,0.00010439999999999999
739,2017-05-01,18:00:00,01-May,0.0,0.0,1098.4783582867497,1098.4783582867497,0.00012626913710980512,0.9524871705912498,0.01129719266950703,0.00014868
740,2017-05-01,19:00:00,01-May,0.0,0.0,1098.3812878015444,1098.3812878015444,0.000126257978941496,0.9523468839320163,0.011083811947331036,0.00016740000000000003
741,2017-05-01,20:00:00,01-May,0.0,0.0,1098.2842201755664,1098.2842201755664,0.00012624682110185255,0.9522066096703825,0.010977670236946778,0.00015588
742,2017-05-01,21:00:00,01-May,0.0,0.0,1098.1871554089003,1098.1871554089003,0.00012623566359088457,0.952066347805983,0.010887808133441448,0.0001404
743,2017-05-01,22:00:00,01-May,0.0,0.0,1098.0900935016298,1098.0900935016298,0.0001262245064086016,0.9519260983384528,0.010758216729149674,0.00012888
744,2017-05-01,23:00:00,01-May,0.0,0.0,1097.9930344538395,1097.9930344538395,0.00012621334955501345,0.9517858612674266,0.010601896746124077,0.00012167999999999999
745,2017-05-02,00:00:00,02-May,0.0,0.0,1097.8959782656136,1097.8959782656136,0.00012620219303012973,0.951645636592539,0.01052725092809982,0.00011448
746,2017-05-02,01:00:00,02-May,0.0,0.0,1097.7989249370364,1097.7989249370364,0.00012619103683396017,0.951505424313425,0.010253462842692108,0.00011124
747,2017-05-02,02:00:00,02-May,0.25,22.3,1097.701874468192,1120.001874468192,0.00012874324667718742,0.951640154023374,0.010520104618732849,0.00010764
748,2017-05-02,03:00:00,02-May,5.599999904632568,512.5100320037379,1097.7951301849318,1610.3051621886698,0.00018510318549211678,0.9576567059175649,0.025789046901553307,0.00010439999999999999
749,2017-05-02,04:00:00,02-May,10.750000953674316,2411.7822092992396,1101.9542322631778,3513.7364415624174,0.00040390096460284124,0.9691523725561236,0.22326649571115922,0.00010116
750,2017-05-02,05:00:00,02-May,2.775000095367432,5389.901775676682,1109.8719683890563,6499.773744065738,0.0007471433696265001,0.9714055466798707,0.31375496166390043,9.828e-05
751,2017-05-02,06:00:00,02-May,2.325000047683716,6346.113877066853,1111.4194484405002,7457.533325507353,0.0008572370050586072,0.9730363944890444,0.3554300086248984,9.504000000000001e-05
752,2017-05-02,07:00:00,02-May,0.3499999940395355,1082.2221575811723,1112.5386192246262,2194.7607768057987,0.0002522858528427839,0.9731449657410757,0.3574846358928576,9.504000000000001e-05
753,2017-05-02,08:00:00,02-May,0.0,0.0,1112.6130996959264,1112.6130996959264,0.00012789391340834835,0.973002861376879,0.3547954203214044,9.216e-05
754,2017-05-02,09:00:00,02-May,0.07500000298023224,231.49071613006856,1112.5156146548122,1344.006330784881,0.00015449236516867416,0.9729145365140378,0.3528046593713122,9.216e-05
755,2017-05-02,10:00:00,02-May,0.0,0.0,1112.4550200294393,1112.4550200294393,0.00012787574228742335,0.9727724523399756,0.3478514754421776,9.216e-05
756,2017-05-02,11:00:00,02-May,0.05000000074505806,151.30669778510665,1112.3575396051522,1263.664237390259,0.00014525711102824978,0.9726666110903623,0.34472946893747136,8.928e-05
757,2017-05-02,12:00:00,02-May,0.07500000298023224,224.92306006425397,1112.2849208500757,1337.2079809143297,0.00015371090073157417,0.9725791545213401,0.3427512405376442,8.928e-05
758,2017-05-02,13:00:00,02-May,0.07500000298023224,223.63234016564311,1112.2249136258772,1335.8572537915204,0.00015355563581717573,0.9724918704688895,0.3407813645344514,8.928e-05
759,2017-05-02,14:00:00,02-May,0.7250000238418579,2149.3549942386358,1112.1650226197019,3261.520016858338,0.0003749089047483577,0.9728808605852505,0.35163068577172585,8.604000000000001e-05
760,2017-05-02,15:00:00,02-May,1.225000023841858,3747.2887327496423,1112.4319163256853,4859.720649075328,0.0005586206849905544,0.9736212820568979,0.3713346290510902,8.352e-05
761,2017-05-02,16:00:00,02-May,0.5,1615.2128027149797,1112.939816017483,2728.1526187324625,0.00031359878369244926,0.9738283945034967,0.37563830027202944,8.064000000000001e-05
762,2017-05-02,17:00:00,02-May,2.450000047683716,8006.270369204439,1113.0818592657408,9119.35222847018,0.0010482616504937272,0.9753858815955203,0.42562316824591157,7.776e-05
763,2017-05-02,18:00:00,02-May,0.9500000476837158,3517.573491106454,1114.1496386753217,4631.723129781776,0.0005324125673638457,0.9758498676687994,0.43734296800117256,7.776e-05
764,2017-05-02,19:00:00,02-May,0.0,0.0,1114.4676055976302,1114.4676055976302,0.00012810708725761598,0.9757075264447703,0.4337709430325965,7.523999999999999e-05
765,2017-05-02,20:00:00,02-May,0.0,0.0,1114.370066427002,1114.370066427002,0.0001280958752143229,0.975565197678567,0.4301874243953762,7.272e-05
766,2017-05-02,21:00:00,02-May,0.3500000238418579,1309.8455137107899,1114.2725301018609,2424.1180438126507,0.00027865027229296516,0.9756444751643228,0.4321886835740646,7.272e-05
767,2017-05-02,22:00:00,02-May,1.75,6579.694542317006,1114.326858785906,7694.021401102913,0.0008844211047879663,0.9766062294763711,0.46148318016626627,7.272e-05
768,2017-05-02,23:00:00,02-May,0.7250000238418579,2910.6379669631756,1114.9858062790045,4025.62377324218,0.0004627419706008598,0.9768976272973403,0.4696081893110598,7.272e-05
769,2017-05-03,00:00:00,03-May,0.0,0.0,1115.1854067147096,1115.1854067147096,0.00012818959787513185,0.9767551943948473,0.46605313730900855,7.272e-05
770,2017-05-03,01:00:00,03-May,0.02500000037252903,101.3607332108856,1115.0878466089457,1216.4485798198314,0.00013982971203170655,0.9766276058103718,0.4622463891236753,7.272e-05
771,2017-05-03,02:00:00,03-May,0.125,502.6640577726767,1115.000449358647,1617.6645071313237,0.00018594913582749856,0.9765598845323761,0.45982850559079885,7.272e-05
772,2017-05-03,03:00:00,03-May,0.07500000298023224,300.0208682507943,1114.95405892149,1414.9749271722844,0.00016265014393612097,0.9764624954709044,0.45635137971568307,7.272e-05
773,2017-05-03,04:00:00,03-May,0.0,0.0,1114.8873432001378,1114.8873432001378,0.00012815533573195447,0.9763201006374593,0.4512867758574268,7.272e-05
774,2017-05-03,05:00:00,03-May,0.0,0.0,1114.7897917864989,1114.7897917864989,0.00012814412228133787,0.9761777182634038,0.4462349830949302,7.272e-05
775,2017-05-03,06:00:00,03-May,0.07500000298023224,291.15160422690076,1114.6922432179897,1405.8438474448903,0.00016160053421977014,0.9760814954349503,0.44331715501002017,7.272e-05
776,2017-05-03,07:00:00,03-May,0.0,0.0,1114.6263161107977,1114.6263161107977,0.00012812533089382122,0.9759391339402143,0.4396392233446624,7.272e-05
777,2017-05-03,08:00:00,03-May,0.0,0.0,1114.5287723105005,1114.5287723105005,0.00012811411831835167,0.9757967849038953,0.43601086647589843,7.272e-05
778,2017-05-03,09:00:00,03-May,0.0,0.0,1114.4312313555552,1114.4312313555552,0.0001281029060699529,0.9756544483256302,0.4324389580918544,7.272e-05
