	AreaRatio	norm_SoilWatVol
0	1.0	0.9992460792261175
1	0.999793091556986	0.9984954550782283
2	0.9990459221794356	0.9977482124053574
3	0.9966090005172711	0.9970051037555308
4	0.9911604115179034	0.9962669634924319
5	0.9825737111328238	0.9955348686060282
6	0.971837461923099	0.9948101675978395
7	0.9601816196333123	0.994094201333382
8	0.9451922524283005	0.9933880209576288
9	0.9293867463647336	0.9926919724885084
10	0.9122823150755791	0.9920066878650547
11	0.8960285073854819	0.9913323231467147
12	0.8793838726363584	0.9906690026155729
13	0.862992125984252	0.9900166131208827
14	0.8478993045577332	0.9893752570738847
15	0.8328409678717168	0.9887449173275792
16	0.8189666072762802	0.9881254673098127
17	0.8050117822863383	0.987516659632687
18	0.7916776826254383	0.9869181277204231
19	0.7788723489855739	0.9863295532447354
20	0.7669866084257716	0.985750702838461
21	0.7547215357204438	0.9851813019632822
22	0.742755330766136	0.9846209982469614
23	0.7323064543939307	0.984069587628817
24	0.7216276797517098	0.9835269038273284
25	0.7112477728605092	0.9829927299890094
26	0.7013851370768435	0.9824668322535993
27	0.6915684809471808	0.9819489558978096
28	0.6826139433300764	0.9814388244041545
29	0.6739927582044946	0.9809362144369163
30	0.6651876544629002	0.9804409312630228
31	0.6562446117592965	0.9799527239782135
32	0.6481292028277488	0.9794714240455575
33	0.6390597160756365	0.9789968590502159
34	0.6317489510891431	0.978528944222284
35	0.6245301454106558	0.9780674598375099
36	0.6171159262026553	0.9776122109121829
37	0.6096212426001494	0.9771630530902797
38	0.6027472843266855	0.9767198307865499
39	0.5954480142536928	0.9762824511469707
40	0.5879188459106846	0.9758506981088264
41	0.5823093281223058	0.9754244739367862
42	0.575837691821369	0.9750036564949158
43	0.5694120351744353	0.9745880494945219
44	0.5620552905339388	0.9741774938705181
45	0.5560779355135352	0.9737719153842632
46	0.5504914075521582	0.9733712007285519
47	0.54429564917524	0.9729752521432864
48	0.5382838094143342	0.9725839311957657
49	0.5321110408644175	0.9721973130591932
50	0.5262256451520202	0.9718152009058033
51	0.5207195815851485	0.9714374854410119
52	0.5138111385711822	0.9710641767993272
53	0.5085694580148284	0.9706951507912329
54	0.503155353755963	0.9703302588578422
55	0.498178056210127	0.9699693882679205
56	0.49285591125926775	0.9696124487170636
57	0.48805103741594347	0.9692593906034049
58	0.483200183918616	0.9689101490773665
59	0.47888959135582504	0.9685646232631328
60	0.4730386803839301	0.9682227305048815
61	0.4681648370596011	0.9678843532393123
62	0.46258980401172484	0.9675494807694694
63	0.45871601816196333	0.9672180212083006
64	0.4542444968101615	0.9668899462437349
65	0.4498649347663659	0.9665651883106695
66	0.44587619978159665	0.9662436576157374
67	0.4423012816828553	0.9659253178489873
68	0.4378412552445543	0.9656100961754114
69	0.4324846255531927	0.9652979232640622
70	0.4249554572101845	0.9649888001956594
71	0.4199436749238462	0.9646826268727782
72	0.40960974768664865	0.9643793961995928
73	0.4050347721133398	0.9640790603215081
74	0.40026438301051787	0.9637815706611838
75	0.3963676073337548	0.9634868673279502
76	0.39271222484050805	0.9631949097255769
77	0.38901086269325824	0.9629056289178375
78	0.3806885453186965	0.9626189431908863
79	0.37673429507442957	0.9623347938513352
80	0.37273406517615953	0.962053128428119
81	0.36803264555434223	0.961773940046691
82	0.3650324731306397	0.9614971915899977
83	0.36173343295591703	0.9612227970830947
84	0.3580665555491695	0.9609507584380936
85	0.3555031898384965	0.9606810114722064
86	0.35179033277774585	0.9604135699363041
87	0.3496292890396	0.9601483578827503
88	0.3456520489683315	0.9598853872984736
89	0.34312316799816084	0.9596245624002465
90	0.3382148399333295	0.9593658787630635
91	0.3311224783033508	0.9591092844699196
92	0.32660497729754584	0.95885468854794
93	0.323466865911834	0.9586021386950235
94	0.32097246968216564	0.9583515795795454
95	0.31845508362549574	0.9581030085760229
96	0.3163170297143514	0.9578563833271478
97	0.312799586183114	0.9576116625492797
98	0.3103971492614518	0.957368803308009
99	0.30737398701074775	0.9571278165462136
100	0.30292545548594746	0.9568886666530592
101	0.29960342548422325	0.9566513174950041
102	0.29539628714293925	0.9564157338566023
103	0.2874647968274039	0.9561818617515091
104	0.28402781769067187	0.9559497077428315
105	0.27901603540433356	0.9557192556729812
106	0.27696994080119547	0.9554904891847941
107	0.2740042531179953	0.9552633999857991
108	0.27167078567733777	0.9550379808135483
109	0.2642680613828381	0.95481417794238
110	0.2618771193746767	0.9545919740002083
111	0.2307718834415771	0.9543713407947135
112	0.21117305592275418	0.9541522625137792
113	0.20717282602448417	0.953934738061294
114	0.2027587792401862	0.9537187297971348
115	0.1999080406919938	0.9535042348642739
116	0.19836772228288982	0.9532912396368729
117	0.1926547502730042	0.9530797115410179
118	0.1886890051152365	0.9528696280327805
119	0.18761997815966436	0.9526609813490862
120	0.1866314155985976	0.9524537251456384
121	0.1771481119604575	0.9522478567636483
122	0.17606759009138456	0.9520433802760279
123	0.1748606241738031	0.9518402560199001
124	0.17363066842922006	0.9516384266373632
125	0.17245818725214093	0.9514378882119107
126	0.1704695672165067	0.951238618468311
127	0.15766423357664233	0.9510405978054204
128	0.15515834243347318	0.9508438237322051
129	0.15323869187884362	0.9506482561354695
130	0.15193976665325593	0.9504538949360521
131	0.15075579056267602	0.9502607244005186
132	0.15021552962813955	0.9500687280511684
133	0.14926145180757514	0.9498779256760377
134	0.14873268578653945	0.9496882367089278
135	0.1465716420483936	0.9494996756525992
136	0.14428415426173918	0.9493122220975245
137	0.14381286280820738	0.9491258495012627
138	0.14305419851715614	0.948940544938546
139	0.14230702913960572	0.948756314473759
