,date,hour,day_month,P,Qse,Qgw,storageRatio,areaRatio,model_m3hr,model_mmhr,observ_mmhr
4180,9/22/2017,3:00:00,22-Sep,0.0,0.0,166.1999136969118,0.8395281647148727,0.0007126846370481062,166.1999136969118,0.01910453631782422,0.014183999999999997
4181,9/22/2017,4:00:00,22-Sep,0.0,0.0,165.72516967878576,0.8393681091983131,0.0007011897235473303,165.72516967878576,0.019049964903590524,0.014183999999999997
4182,9/22/2017,5:00:00,22-Sep,0.0,0.0,165.25187064864645,0.8392081141321025,0.0007011897235473303,165.25187064864645,0.018995559589475998,0.014183999999999997
4183,9/22/2017,6:00:00,22-Sep,0.0,0.0,164.78001149549806,0.8390481793323381,0.0006896948100465544,164.78001149549806,0.0189413197879761,0.014183999999999997
4184,9/22/2017,7:00:00,22-Sep,0.0,0.0,164.30958713085877,0.8388883046157667,0.0006896948100465544,164.30958713085877,0.018887244914174237,0.014183999999999997
4185,9/22/2017,8:00:00,22-Sep,0.0,0.0,163.8405924886362,0.8387284897997825,0.0006896948100465544,163.8405924886362,0.018833334385727478,0.014183999999999997
4186,9/22/2017,9:00:00,22-Sep,0.0,0.0,163.3730225250063,0.8385687347024239,0.0006896948100465544,163.3730225250063,0.01877958762285261,0.014183999999999997
4187,9/22/2017,10:00:00,22-Sep,0.0,0.0,162.90687221828867,0.8384090391423702,0.0006896948100465544,162.90687221828867,0.01872600404831182,0.014183999999999997
4188,9/22/2017,11:00:00,22-Sep,0.0,0.0,162.4421365688257,0.8382494029389398,0.0006896948100465544,162.4421365688257,0.018672583087398782,0.01512
4189,9/22/2017,12:00:00,22-Sep,0.0,0.0,161.97881059886274,0.8380898259120865,0.0006896948100465544,161.97881059886274,0.018619324167924906,0.01512
4190,9/22/2017,13:00:00,22-Sep,0.0,0.0,161.51688935242663,0.8379303078823973,0.0006896948100465544,161.51688935242663,0.018566226720205373,0.014183999999999997
4191,9/22/2017,14:00:00,22-Sep,0.0,0.0,161.0563678952081,0.8377708486710895,0.0006896948100465544,161.0563678952081,0.018513290177045588,0.014183999999999997
4192,9/22/2017,15:00:00,22-Sep,0.0,0.0,160.59724131444253,0.8376114481000076,0.0006896948100465544,160.59724131444253,0.018460513973727517,0.014183999999999997
4193,9/22/2017,16:00:00,22-Sep,0.0,0.0,160.1395047187918,0.837452105991621,0.0006781998965457785,160.1395047187918,0.018407897547996068,0.014183999999999997
4194,9/22/2017,17:00:00,22-Sep,0.0,0.0,159.68315323822847,0.8372928221690209,0.0006667049830450027,159.68315323822847,0.018355440340045805,0.014183999999999997
4195,9/22/2017,18:00:00,22-Sep,0.0,0.0,159.22818202391906,0.8371335964559181,0.0006552100695442266,159.22818202391906,0.01830314179250751,0.013355999999999998
4196,9/22/2017,19:00:00,22-Sep,0.0,0.0,158.77458624810953,0.8369744286766398,0.0006552100695442266,158.77458624810953,0.018251001350435028,0.013355999999999998
4197,9/22/2017,20:00:00,22-Sep,0.0,0.0,158.32236110400976,0.8368153186561272,0.0006552100695442266,158.32236110400976,0.018199018461292002,0.013355999999999998
4198,9/22/2017,21:00:00,22-Sep,0.0,0.0,157.87150180568003,0.8366562662199329,0.0006552100695442266,157.87150180568003,0.01814719257493879,0.013355999999999998
4199,9/22/2017,22:00:00,22-Sep,0.0,0.0,157.42200358791905,0.8364972711942178,0.0006552100695442266,157.42200358791905,0.01809552314361964,0.013355999999999998
4200,9/22/2017,23:00:00,22-Sep,0.0,0.0,156.97386170614925,0.8363383334057489,0.0006552100695442266,156.97386170614925,0.018044009621949453,0.013355999999999998
4201,9/23/2017,0:00:00,23-Sep,0.0,0.0,156.5270714363077,0.8361794526818969,0.0006552100695442266,156.5270714363077,0.01799265146690128,0.013355999999999998
4202,9/23/2017,1:00:00,23-Sep,0.0,0.0,156.0816280747342,0.8360206288506327,0.0006552100695442266,156.0816280747342,0.01794144813779346,0.013355999999999998
4203,9/23/2017,2:00:00,23-Sep,0.0,0.0,155.63752693806055,0.8358618617405257,0.0006437151560434507,155.63752693806055,0.01789039909627686,0.013355999999999998
4204,9/23/2017,3:00:00,23-Sep,0.0,0.0,155.1947633631021,0.8357031511807409,0.0006437151560434507,155.1947633631021,0.017839503806322446,0.013355999999999998
4205,9/23/2017,4:00:00,23-Sep,0.0,0.0,154.75333270674878,0.8355444970010362,0.0006437151560434507,154.75333270674878,0.017788761734208722,0.013355999999999998
4206,9/23/2017,5:00:00,23-Sep,0.0,0.0,154.31323034585654,0.83538589903176,0.0006322202425426747,154.31323034585654,0.017738172348509287,0.013355999999999998
4207,9/23/2017,6:00:00,23-Sep,0.0,0.0,153.874451677141,0.8352273571038488,0.0006322202425426747,153.874451677141,0.01768773512008058,0.014183999999999997
4208,9/23/2017,7:00:00,23-Sep,0.0,0.0,153.43699211707033,0.8350688710488243,0.0006322202425426747,153.43699211707033,0.017637449522049584,0.014183999999999997
4209,9/23/2017,8:00:00,23-Sep,0.0,0.0,153.0008471017591,0.8349104406987912,0.0006322202425426747,153.0008471017591,0.01758731502980161,0.014183999999999997
