timestep,Precip_mm,Precip_m,hourly_discharge_cmd,hourly_discharge_cms
06/12/2007 15,0,0,3.07,3.55E-05
06/12/2007 16,0,0,2.46,2.85E-05
06/12/2007 17,0,0,2.25,2.60E-05
06/12/2007 18,0,0,2.36,2.73E-05
06/12/2007 19,0,0,2.56,2.96E-05
06/12/2007 20,0,0,3.07,3.55E-05
06/12/2007 21,0.9,0.0009,3.58,4.14E-05
06/12/2007 22,0,0,4.2,4.86E-05
06/12/2007 23,0,0,4.81,5.57E-05
06/13/2007 00,0,0,5.42,6.27E-05
06/13/2007 01,0,0,5.32,6.16E-05
06/13/2007 02,0,0,4.81,5.57E-05
06/13/2007 03,0,0,4.3,4.98E-05
06/13/2007 04,0,0,3.68,4.26E-05
06/13/2007 05,0,0,3.07,3.55E-05
06/13/2007 06,0,0,2.46,2.85E-05
06/13/2007 07,0,0,2.25,2.60E-05
06/13/2007 08,0,0,2.25,2.60E-05
06/13/2007 09,0,0,2.25,2.60E-05
06/13/2007 10,0,0,2.25,2.60E-05
06/13/2007 11,0,0,2.25,2.60E-05
06/13/2007 12,0,0,2.25,2.60E-05
06/13/2007 13,0,0,2.25,2.60E-05
06/13/2007 14,0,0,2.87,3.32E-05
06/13/2007 15,0,0,3.48,4.03E-05
06/13/2007 16,0,0,4.09,4.73E-05
06/13/2007 17,3.3,0.0033,4.09,4.73E-05
06/13/2007 18,0,0,4.09,4.73E-05
06/13/2007 19,0,0,4.5,5.21E-05
06/13/2007 20,0,0,4.4,5.09E-05
06/13/2007 21,0,0,3.99,4.62E-05
06/13/2007 22,0,0,6.43,7.44E-05
06/13/2007 23,0,0,9.07,0.000104977
06/14/2007 00,0.5,0.0005,10.5,0.000121528
06/14/2007 01,0.3,0.0003,11.62,0.000134491
06/14/2007 02,0.4,0.0004,12.13,0.000140394
06/14/2007 03,0,0,12.64,0.000146296
06/14/2007 04,0,0,10.85,0.000125579
06/14/2007 05,0,0,8.43,9.76E-05
06/14/2007 06,0,0,7.39,8.55E-05
06/14/2007 07,0,0,6.58,7.62E-05
06/14/2007 08,0,0,6.03,6.98E-05
06/14/2007 09,0,0,6.03,6.98E-05
06/14/2007 10,0,0,6.03,6.98E-05
06/14/2007 11,0,0,6.03,6.98E-05
06/14/2007 12,0,0,6.03,6.98E-05
06/14/2007 13,0,0,6.03,6.98E-05
06/14/2007 14,0,0,6.03,6.98E-05
06/14/2007 15,0,0,6.03,6.98E-05
06/14/2007 16,0,0,6.03,6.98E-05
06/14/2007 17,0,0,6.03,6.98E-05
06/14/2007 18,0,0,6.03,6.98E-05
06/14/2007 19,0,0,6.03,6.98E-05
06/14/2007 20,0,0,6.03,6.98E-05
06/14/2007 21,0,0,6.03,6.98E-05
06/14/2007 22,0,0,6.17,7.14E-05
06/14/2007 23,0,0,6.99,8.09E-05
06/15/2007 00,0,0,7.8,9.03E-05
06/15/2007 01,0,0,8.62,9.98E-05
06/15/2007 02,0,0,9.43,0.000109144
06/15/2007 03,0,0,10.25,0.000118634
06/15/2007 04,0,0,10.92,0.000126389
06/15/2007 05,0,0,11.06,0.000128009
06/15/2007 06,0,0,10.65,0.000123264
06/15/2007 07,0,0,9.84,0.000113889
06/15/2007 08,0,0,9.02,0.000104398
06/15/2007 09,0,0,8.21,9.50E-05
06/15/2007 10,0,0,7.39,8.55E-05
06/15/2007 11,0,0,6.58,7.62E-05
06/15/2007 12,0,0,6.03,6.98E-05
06/15/2007 13,0,0,6.03,6.98E-05
06/15/2007 14,0,0,6.03,6.98E-05
06/15/2007 15,0,0,6.03,6.98E-05
06/15/2007 16,0,0,6.03,6.98E-05
06/15/2007 17,0,0,6.03,6.98E-05
06/15/2007 18,0,0,6.03,6.98E-05
06/15/2007 19,0,0,6.03,6.98E-05
06/15/2007 20,0,0,6.03,6.98E-05
06/15/2007 21,0,0,6.03,6.98E-05
06/15/2007 22,0,0,6.03,6.98E-05
06/15/2007 23,0,0,6.58,7.62E-05
06/16/2007 00,0,0,7.39,8.55E-05
06/16/2007 01,0,0,8.21,9.50E-05
06/16/2007 02,0,0,9.02,0.000104398
06/16/2007 03,0,0,9.84,0.000113889
06/16/2007 04,0,0,10.65,0.000123264
06/16/2007 05,0,0,11.06,0.000128009
06/16/2007 06,0,0,11.06,0.000128009
06/16/2007 07,0,0,11.06,0.000128009
06/16/2007 08,0,0,11.06,0.000128009
06/16/2007 09,0,0,11.06,0.000128009
06/16/2007 10,0,0,10.18,0.000117824
06/16/2007 11,0,0,8.75,0.000101273
06/16/2007 12,0,0,7.32,8.47E-05
06/16/2007 13,0,0,5.89,6.82E-05
06/16/2007 14,0,0,4.46,5.16E-05
06/16/2007 15,0,0,3.04,3.52E-05
06/16/2007 16,0,0,2.04,2.36E-05
06/16/2007 17,0,0,1.71,1.98E-05
06/16/2007 18,0,0,1.38,1.60E-05
06/16/2007 19,0,0,1.05,1.22E-05
06/16/2007 20,0,0,1.05,1.22E-05
06/16/2007 21,0,0,1.05,1.22E-05
06/16/2007 22,0,0,1.22,1.41E-05
06/16/2007 23,0,0,1.54,1.78E-05
06/17/2007 00,0,0,1.87,2.16E-05
06/17/2007 01,0,0,2.2,2.55E-05
06/17/2007 02,0,0,2.25,2.60E-05
06/17/2007 03,0,0,2.25,2.60E-05
06/17/2007 04,0,0,2.25,2.60E-05
06/17/2007 05,0,0,2.25,2.60E-05
06/17/2007 06,0,0,2.25,2.60E-05
06/17/2007 07,0,0,2.25,2.60E-05
06/17/2007 08,0,0,2.25,2.60E-05
06/17/2007 09,0,0,2.25,2.60E-05
06/17/2007 10,0,0,2.25,2.60E-05
06/17/2007 11,0,0,2.25,2.60E-05
06/17/2007 12,0,0,2.25,2.60E-05
06/17/2007 13,0,0,2.14,2.48E-05
06/17/2007 14,0,0,1.82,2.11E-05
06/17/2007 15,0,0,1.49,1.72E-05
06/17/2007 16,0,0,1.16,1.34E-05
06/17/2007 17,0,0,0.83,9.61E-06
06/17/2007 18,0,0,0.51,5.90E-06
06/17/2007 19,0,0,0.23,2.66E-06
06/17/2007 20,0,0,0.23,2.66E-06
06/17/2007 21,0,0,0.56,6.48E-06
06/17/2007 22,0,0,0.89,1.03E-05
06/17/2007 23,0,0,1.22,1.41E-05
06/18/2007 00,0,0,1.54,1.78E-05
06/18/2007 01,0,0,1.87,2.16E-05
06/18/2007 02,0,0,2.2,2.55E-05
06/18/2007 03,0,0,2.25,2.60E-05
06/18/2007 04,0,0,2.25,2.60E-05
06/18/2007 05,0,0,2.25,2.60E-05
06/18/2007 06,0,0,2.25,2.60E-05
06/18/2007 07,0,0,2.25,2.60E-05
06/18/2007 08,0,0,2.25,2.60E-05
06/18/2007 09,0,0,2.25,2.60E-05
06/18/2007 10,0,0,2.25,2.60E-05
06/18/2007 11,0,0,1.93,2.23E-05
06/18/2007 12,0,0,1.6,1.85E-05
06/18/2007 13,0,0,1.27,1.47E-05
06/18/2007 14,0,0,0.94,1.09E-05
06/18/2007 15,0,0,0.62,7.18E-06
06/18/2007 16,0,0,0.26,3.01E-06
06/18/2007 17,0,0,0.17,1.97E-06
06/18/2007 18,0,0,0.13,1.50E-06
06/18/2007 19,0,0,0.09,1.04E-06
06/18/2007 20,0,0,0.07,8.10E-07
06/18/2007 21,0,0,0.07,8.10E-07
06/18/2007 22,0,0,0.09,1.04E-06
06/18/2007 23,0,0,0.13,1.50E-06
06/19/2007 00,0,0,0.33,3.82E-06
06/19/2007 01,0,0,0.69,7.99E-06
06/19/2007 02,0,0,1.05,1.22E-05
06/19/2007 03,0,0,1.38,1.60E-05
06/19/2007 04,0,0,1.71,1.98E-05
06/19/2007 05,0,0,2.04,2.36E-05
06/19/2007 06,0,0,2.25,2.60E-05
06/19/2007 07,0,0,2.25,2.60E-05
06/19/2007 08,0,0,2.25,2.60E-05
06/19/2007 09,0,0,2.25,2.60E-05
06/19/2007 10,0,0,1.98,2.29E-05
06/19/2007 11,0,0,1.65,1.91E-05
06/19/2007 12,0,0,1.33,1.54E-05
06/19/2007 13,0,0,1,1.16E-05
06/19/2007 14,0,0,0.66,7.64E-06
06/19/2007 15,0,0,0.31,3.59E-06
06/19/2007 16,0,0,0.58,6.71E-06
06/19/2007 17,0,0,1.52,1.76E-05
06/19/2007 18,0,0,2.59,3.00E-05
06/19/2007 19,4,0.004,6.03,6.98E-05
06/19/2007 20,0,0,9.69,0.000112153
06/19/2007 21,0,0,11.92,0.000137963
06/19/2007 22,4.8,0.0048,13.05,0.000151042
06/19/2007 23,2.6,0.0026,14.08,0.000162963
06/20/2007 00,0.1,0.0001,15.99,0.000185069
06/20/2007 01,0,0,14.82,0.000171528
06/20/2007 02,2.7,0.0027,12.62,0.000146065
06/20/2007 03,1.1,0.0011,11.56,0.000133796
06/20/2007 04,0,0,11.02,0.000127546
06/20/2007 05,0,0,10.34,0.000119676
06/20/2007 06,0,0,8.21,9.50E-05
06/20/2007 07,0,0,7.39,8.55E-05
06/20/2007 08,0,0,6.48,0.000075
06/20/2007 09,0,0,5.32,6.16E-05
06/20/2007 10,0,0,4.71,5.45E-05
06/20/2007 11,0,0,4.09,4.73E-05
06/20/2007 12,0,0,3.48,4.03E-05
06/20/2007 13,0,0,2.87,3.32E-05
06/20/2007 14,0,0,2.25,2.60E-05
06/20/2007 15,0,0,2.14,2.48E-05
06/20/2007 16,0,0,1.82,2.11E-05
06/20/2007 17,0,0,1.49,1.72E-05
06/20/2007 18,0,0,1.16,1.34E-05
06/20/2007 19,0,0,0.83,9.61E-06
06/20/2007 20,0,0,0.62,7.18E-06
06/20/2007 21,0,0,0.67,7.75E-06
06/20/2007 22,0,0,1,1.16E-05
06/20/2007 23,0,0,1.33,1.54E-05
06/21/2007 00,0,0,1.65,1.91E-05
06/21/2007 01,0,0,1.98,2.29E-05
06/21/2007 02,0,0,2.25,2.60E-05
06/21/2007 03,0,0,2.25,2.60E-05
06/21/2007 04,0,0,2.25,2.60E-05
06/21/2007 05,0,0,2.25,2.60E-05
06/21/2007 06,0,0,2.25,2.60E-05
06/21/2007 07,0,0,2.36,2.73E-05
06/21/2007 08,0,0,2.36,2.73E-05
06/21/2007 09,0,0,2.36,2.73E-05
06/21/2007 10,0,0,2.36,2.73E-05
06/21/2007 11,0,0,2.36,2.73E-05
06/21/2007 12,0,0,2.36,2.73E-05
06/21/2007 13,0,0,2.25,2.60E-05
06/21/2007 14,0,0,2.04,2.36E-05
06/21/2007 15,0,0,1.71,1.98E-05
06/21/2007 16,0,0,1.38,1.60E-05
06/21/2007 17,0,0,1.05,1.22E-05
06/21/2007 18,0,0,0.73,8.45E-06
06/21/2007 19,0,0,0.4,4.63E-06
06/21/2007 20,0,0,0.23,2.66E-06
06/21/2007 21,0,0,0.34,3.94E-06
06/21/2007 22,0,0,0.67,7.75E-06
06/21/2007 23,0,0,1,1.16E-05
06/22/2007 00,0,0,1.33,1.54E-05
06/22/2007 01,0,0,1.65,1.91E-05
06/22/2007 02,0,0,1.98,2.29E-05
06/22/2007 03,0,0,2.25,2.60E-05
06/22/2007 04,0,0,2.36,2.73E-05
06/22/2007 05,0,0,2.36,2.73E-05
06/22/2007 06,0,0,2.66,3.08E-05
06/22/2007 07,0,0,3.17,3.67E-05
06/22/2007 08,0,0,3.17,3.67E-05
06/22/2007 09,0,0,3.17,3.67E-05
06/22/2007 10,0,0,2.96,3.43E-05
06/22/2007 11,0,0,2.53,2.93E-05
06/22/2007 12,0,0,1.99,2.30E-05
06/22/2007 13,0,0,1.05,1.22E-05
06/22/2007 14,0,0,0.72,8.33E-06
06/22/2007 15,0,0,0.35,4.05E-06
06/22/2007 16,0,0,0.15,1.74E-06
06/22/2007 17,0,0,0.11,1.27E-06
06/22/2007 18,0,0,0.08,9.26E-07
06/22/2007 19,0,0,0.04,4.63E-07
06/22/2007 20,0,0,0,0
06/22/2007 21,0,0,0,0
06/22/2007 22,0,0,0,0
06/22/2007 23,0,0,0,0
06/23/2007 00,0,0,0,0
06/23/2007 01,0,0,0,0
06/23/2007 02,0,0,0,0
06/23/2007 03,0,0,0,0
06/23/2007 04,0,0,0,0
06/23/2007 05,0,0,0,0
06/23/2007 06,0,0,0.01,1.16E-07
06/23/2007 07,0,0,0.04,4.63E-07
06/23/2007 08,0,0,0.08,9.26E-07
06/23/2007 09,0,0,0.12,1.39E-06
06/23/2007 10,0,0,0.15,1.74E-06
06/23/2007 11,0,0,0.15,1.74E-06
06/23/2007 12,0,0,0.15,1.74E-06
06/23/2007 13,0,0,0.11,1.27E-06
06/23/2007 14,0,0,0.07,8.10E-07
06/23/2007 15,0,0,0.03,3.47E-07
06/23/2007 16,0,0,0,0
06/23/2007 17,0,0,0,0
06/23/2007 18,0,0,0,0
06/23/2007 19,0,0,0,0
06/23/2007 20,0,0,0,0
06/23/2007 21,0,0,0,0
06/23/2007 22,0,0,0,0
06/23/2007 23,0,0,0,0
06/24/2007 00,0,0,0,0
06/24/2007 01,0,0,0,0
06/24/2007 02,0,0,0,0
06/24/2007 03,0,0,0,0
06/24/2007 04,0,0,0,0
06/24/2007 05,0,0,0,0
06/24/2007 06,0,0,0,0
06/24/2007 07,0,0,0,0
06/24/2007 08,0,0,0,0
06/24/2007 09,0,0,0,0
06/24/2007 10,0,0,0,0
06/24/2007 11,0,0,0,0
06/24/2007 12,0,0,0,0
06/24/2007 13,0,0,0,0
06/24/2007 14,0,0,0,0
06/24/2007 15,0,0,0,0
06/24/2007 16,0,0,0,0
06/24/2007 17,0,0,0,0
06/24/2007 18,0,0,0,0
06/24/2007 19,0,0,0,0
06/24/2007 20,0,0,0,0
06/24/2007 21,0,0,0,0
06/24/2007 22,0,0,0,0
06/24/2007 23,0,0,0,0
06/25/2007 00,0,0,0,0
06/25/2007 01,0,0,0,0
06/25/2007 02,0,0,0,0
06/25/2007 03,0,0,0,0
06/25/2007 04,0,0,0,0
06/25/2007 05,0,0,0,0
06/25/2007 06,0,0,0,0
06/25/2007 07,0,0,0,0
06/25/2007 08,0,0,0,0
06/25/2007 09,0,0,0,0
06/25/2007 10,0,0,0,0
06/25/2007 11,0,0,0,0
06/25/2007 12,0,0,0,0
06/25/2007 13,0,0,0,0
06/25/2007 14,0,0,0,0
06/25/2007 15,0,0,0,0
06/25/2007 16,0,0,0,0
06/25/2007 17,0,0,0,0
06/25/2007 18,0,0,0,0
06/25/2007 19,0,0,0,0
06/25/2007 20,0,0,0,0
06/25/2007 21,0,0,0,0
06/25/2007 22,0,0,0,0
06/25/2007 23,0,0,0,0
06/26/2007 00,0,0,0,0
06/26/2007 01,0,0,0,0
06/26/2007 02,0,0,0,0
06/26/2007 03,0,0,0,0
06/26/2007 04,0,0,0,0
06/26/2007 05,0,0,0,0
06/26/2007 06,0,0,0,0
06/26/2007 07,0,0,0,0
06/26/2007 08,0,0,0,0
06/26/2007 09,0,0,0,0
06/26/2007 10,0,0,0,0
06/26/2007 11,0,0,0,0
06/26/2007 12,0,0,0,0
06/26/2007 13,0,0,0,0
06/26/2007 14,0,0,0,0
06/26/2007 15,0,0,0,0
06/26/2007 16,0,0,0,0
06/26/2007 17,0,0,0,0
06/26/2007 18,0,0,0,0
06/26/2007 19,0,0,0,0
06/26/2007 20,0,0,0,0
06/26/2007 21,0,0,0,0
06/26/2007 22,0,0,0,0
06/26/2007 23,0,0,0,0
06/27/2007 00,0,0,0,0
06/27/2007 01,0,0,0,0
06/27/2007 02,0,0,0,0
06/27/2007 03,0,0,0,0
06/27/2007 04,0,0,0,0
06/27/2007 05,0,0,0,0
06/27/2007 06,0,0,0,0
06/27/2007 07,0,0,0,0
06/27/2007 08,0,0,0,0
06/27/2007 09,0,0,0,0
06/27/2007 10,0,0,0,0
06/27/2007 11,0,0,0.29,3.36E-06
06/27/2007 12,0,0,1.68,1.94E-05
06/27/2007 13,0,0,2.66,3.08E-05
06/27/2007 14,8.1,0.0081,3.33,3.85E-05
06/27/2007 15,0.2,0.0002,38.89,0.000450116
06/27/2007 16,0,0,54.84,0.000634722
06/27/2007 17,0,0,59.96,0.000693981
06/27/2007 18,0,0,62.7,0.000725694
06/27/2007 19,28.1,0.0281,63.59,0.000735995
06/27/2007 20,1.7,0.0017,63.93,0.000739931
06/27/2007 21,0.9,0.0009,38.44,0.000444907
06/27/2007 22,0,0,15.41,0.000178356
06/27/2007 23,0,0,10.76,0.000124537
06/28/2007 00,0,0,7.46,8.63E-05
06/28/2007 01,0,0,6.2,7.18E-05
06/28/2007 02,0,0,5.93,6.86E-05
06/28/2007 03,0,0,5.93,6.86E-05
06/28/2007 04,0,0,6.03,6.98E-05
06/28/2007 05,0,0,6.03,6.98E-05
06/28/2007 06,0,0,6.03,6.98E-05
06/28/2007 07,0,0,6.03,6.98E-05
06/28/2007 08,0,0,6.03,6.98E-05
06/28/2007 09,0,0,5.93,6.86E-05
06/28/2007 10,0,0,5.93,6.86E-05
06/28/2007 11,0,0,5.93,6.86E-05
06/28/2007 12,0,0,5.93,6.86E-05
06/28/2007 13,0,0,5.93,6.86E-05
06/28/2007 14,0,0,5.93,6.86E-05
06/28/2007 15,0,0,6.03,6.98E-05
06/28/2007 16,0.8,0.0008,6.03,6.98E-05
06/28/2007 17,1,0.001,6.03,6.98E-05
06/28/2007 18,0.1,0.0001,5.93,6.86E-05
06/28/2007 19,0,0,5.52,6.39E-05
06/28/2007 20,0,0,5.01,5.80E-05
06/28/2007 21,0,0,4.91,5.68E-05
06/28/2007 22,0,0,4.91,5.68E-05
06/28/2007 23,0,0,4.91,5.68E-05
06/29/2007 00,0,0,4.91,5.68E-05
06/29/2007 01,0,0,5.32,6.16E-05
06/29/2007 02,0,0,5.83,6.75E-05
06/29/2007 03,0,0,6.03,6.98E-05
06/29/2007 04,0,0,6.03,6.98E-05
06/29/2007 05,0,0,6.03,6.98E-05
06/29/2007 06,0,0,5.73,6.63E-05
06/29/2007 07,0,0,5.11,5.91E-05
06/29/2007 08,0,0,4.5,5.21E-05
06/29/2007 09,0.1,0.0001,3.89,4.50E-05
06/29/2007 10,0,0,3.06,3.54E-05
06/29/2007 11,0,0,2.12,2.45E-05
06/29/2007 12,0,0,1.38,1.60E-05
06/29/2007 13,0,0,1.05,1.22E-05
06/29/2007 14,0,0,0.71,8.22E-06
06/29/2007 15,0,0,0.35,4.05E-06
06/29/2007 16,0,0,0.15,1.74E-06
06/29/2007 17,0,0,0.11,1.27E-06
06/29/2007 18,0,0,0.07,8.10E-07
06/29/2007 19,0,0,0.03,3.47E-07
06/29/2007 20,0,0,0,0
06/29/2007 21,0,0,0,0
06/29/2007 22,0,0,0.03,3.47E-07
06/29/2007 23,0,0,0.07,8.10E-07
06/30/2007 00,0,0,0.11,1.27E-06
06/30/2007 01,0,0,0.15,1.74E-06
06/30/2007 02,0,0,0.18,2.08E-06
06/30/2007 03,0,0,0.22,2.55E-06
06/30/2007 04,0,0,0.23,2.66E-06
06/30/2007 05,0,0,0.23,2.66E-06
06/30/2007 06,0,0,0.23,2.66E-06
06/30/2007 07,0,0,0.23,2.66E-06
06/30/2007 08,0,0,0.23,2.66E-06
06/30/2007 09,0,0,0.23,2.66E-06
06/30/2007 10,0,0,0.23,2.66E-06
06/30/2007 11,0,0,0.22,2.55E-06
06/30/2007 12,0,0,0.18,2.08E-06
06/30/2007 13,0,0,0.14,1.62E-06
06/30/2007 14,0,0,0.1,1.16E-06
06/30/2007 15,0,0,0.06,6.94E-07
06/30/2007 16,0,0,0.03,3.47E-07
06/30/2007 17,0,0,0,0
06/30/2007 18,0,0,0,0
06/30/2007 19,0,0,0,0
06/30/2007 20,0,0,0,0
06/30/2007 21,0,0,0,0
06/30/2007 22,0,0,0,0
06/30/2007 23,0,0,0,0
07/01/2007 00,0,0,0,0
07/01/2007 01,0,0,0,0
07/01/2007 02,0,0,0,0
07/01/2007 03,0,0,0,0
07/01/2007 04,0,0,0,0
07/01/2007 05,0,0,0,0
07/01/2007 06,0,0,0,0
07/01/2007 07,0,0,0,0
07/01/2007 08,0,0,0,0
07/01/2007 09,0,0,0,0
07/01/2007 10,0,0,0,0
07/01/2007 11,0,0,0,0
07/01/2007 12,0,0,0,0
07/01/2007 13,0,0,0,0
07/01/2007 14,0,0,0,0
07/01/2007 15,0,0,0,0
07/01/2007 16,0,0,0,0
07/01/2007 17,0,0,0,0
07/01/2007 18,0,0,0,0
07/01/2007 19,0,0,0,0
07/01/2007 20,0,0,0,0
07/01/2007 21,0,0,0,0
07/01/2007 22,0,0,0,0
07/01/2007 23,0,0,0,0
07/02/2007 00,0,0,0,0
07/02/2007 01,0,0,0,0
07/02/2007 02,0,0,0,0
07/02/2007 03,0,0,0,0
07/02/2007 04,0,0,0,0
07/02/2007 05,0,0,0,0
07/02/2007 06,0,0,0,0
07/02/2007 07,0,0,0,0
07/02/2007 08,0,0,0,0
07/02/2007 09,0,0,0,0
07/02/2007 10,0,0,0,0
07/02/2007 11,0,0,0,0
07/02/2007 12,0,0,0,0
07/02/2007 13,0,0,0,0
07/02/2007 14,0,0,0,0
07/02/2007 15,0,0,0,0
07/02/2007 16,0,0,0,0
07/02/2007 17,0,0,0,0
07/02/2007 18,0,0,0,0
07/02/2007 19,0,0,0,0
07/02/2007 20,0,0,0,0
07/02/2007 21,0,0,0,0
07/02/2007 22,0,0,0,0
07/02/2007 23,0,0,0,0
07/03/2007 00,0,0,0,0
07/03/2007 01,0,0,0,0
07/03/2007 02,0,0,0,0
07/03/2007 03,0,0,0,0
07/03/2007 04,0,0,0,0
07/03/2007 05,0,0,0,0
07/03/2007 06,0,0,0,0
07/03/2007 07,0,0,0,0
07/03/2007 08,0,0,0,0
07/03/2007 09,0,0,0,0
07/03/2007 10,0,0,0,0
07/03/2007 11,0,0,0,0
07/03/2007 12,0,0,0,0
07/03/2007 13,0,0,0,0
07/03/2007 14,0,0,0,0
07/03/2007 15,0,0,0,0
07/03/2007 16,0,0,0,0
07/03/2007 17,0,0,0,0
07/03/2007 18,0,0,0,0
07/03/2007 19,0,0,0,0
07/03/2007 20,0,0,0,0
07/03/2007 21,0,0,0,0
07/03/2007 22,0,0,0,0
07/03/2007 23,0,0,0,0
07/04/2007 00,0,0,0,0
07/04/2007 01,0,0,0,0
07/04/2007 02,0,0,0,0
07/04/2007 03,0,0,0,0
07/04/2007 04,0,0,0,0
07/04/2007 05,0,0,0,0
07/04/2007 06,0,0,0,0
07/04/2007 07,0,0,0,0
07/04/2007 08,0,0,0,0
07/04/2007 09,0,0,0,0
07/04/2007 10,0,0,0,0
07/04/2007 11,0,0,0,0
07/04/2007 12,0,0,0,0
07/04/2007 13,0,0,0,0
07/04/2007 14,0,0,0,0
07/04/2007 15,0,0,0,0
07/04/2007 16,0,0,0,0
07/04/2007 17,0.3,0.0003,0,0
07/04/2007 18,0,0,0,0
07/04/2007 19,0,0,0,0
07/04/2007 20,0,0,0,0
07/04/2007 21,0,0,0,0
07/04/2007 22,3.1,0.0031,0,0
07/04/2007 23,0.1,0.0001,0,0
07/05/2007 00,0,0,0,0
07/05/2007 01,0,0,0,0
07/05/2007 02,0,0,0,0
07/05/2007 03,0.6,0.0006,0,0
07/05/2007 04,0,0,0,0
07/05/2007 05,0,0,0,0
07/05/2007 06,0,0,0,0
07/05/2007 07,0,0,0,0
07/05/2007 08,0,0,0,0
07/05/2007 09,0,0,0,0
07/05/2007 10,0,0,0,0
07/05/2007 11,0,0,0,0
07/05/2007 12,0,0,0,0
07/05/2007 13,0,0,0,0
07/05/2007 14,0,0,0,0
07/05/2007 15,0.1,0.0001,0,0
07/05/2007 16,2.6,0.0026,0,0
07/05/2007 17,0.1,0.0001,0,0
07/05/2007 18,0,0,0,0
07/05/2007 19,0,0,0,0
07/05/2007 20,0,0,0,0
07/05/2007 21,0,0,0,0
07/05/2007 22,0,0,0,0
07/05/2007 23,0,0,0,0
07/06/2007 00,0,0,0,0
07/06/2007 01,0,0,0,0
07/06/2007 02,0,0,0,0
07/06/2007 03,0,0,0,0
07/06/2007 04,0,0,0,0
07/06/2007 05,0,0,0,0
07/06/2007 06,0,0,0,0
07/06/2007 07,0,0,0,0
07/06/2007 08,0,0,0,0
07/06/2007 09,0,0,0,0
07/06/2007 10,0,0,0,0
07/06/2007 11,0,0,0,0
07/06/2007 12,0,0,0,0
07/06/2007 13,0,0,0,0
07/06/2007 14,0,0,0,0
07/06/2007 15,0,0,0,0
07/06/2007 16,0,0,0,0
07/06/2007 17,0,0,0,0
07/06/2007 18,0,0,0,0
07/06/2007 19,0,0,0,0
07/06/2007 20,0,0,0,0
07/06/2007 21,0,0,0,0
07/06/2007 22,0,0,0,0
07/06/2007 23,0,0,0,0
07/07/2007 00,0,0,0,0
07/07/2007 01,0,0,0,0
07/07/2007 02,0,0,0,0
07/07/2007 03,0,0,0,0
07/07/2007 04,0,0,0,0
07/07/2007 05,0,0,0,0
07/07/2007 06,0,0,0,0
07/07/2007 07,0,0,0,0
07/07/2007 08,0,0,0,0
07/07/2007 09,0,0,0,0
07/07/2007 10,0,0,0,0
07/07/2007 11,0,0,0,0
07/07/2007 12,0,0,0,0
07/07/2007 13,0,0,0,0
07/07/2007 14,0,0,0,0
07/07/2007 15,0,0,0,0
07/07/2007 16,0,0,0,0
07/07/2007 17,0,0,0,0
07/07/2007 18,0,0,0,0
07/07/2007 19,0,0,0,0
07/07/2007 20,0,0,0,0
07/07/2007 21,0,0,0,0
07/07/2007 22,0,0,0,0
07/07/2007 23,0,0,0,0
07/08/2007 00,0,0,0,0
07/08/2007 01,0,0,0,0
07/08/2007 02,0,0,0,0
07/08/2007 03,0,0,0,0
07/08/2007 04,0,0,0,0
07/08/2007 05,0,0,0,0
07/08/2007 06,0,0,0,0
07/08/2007 07,0,0,0,0
07/08/2007 08,0,0,0,0
07/08/2007 09,0,0,0,0
07/08/2007 10,0,0,0,0
07/08/2007 11,0,0,0,0
07/08/2007 12,0,0,0,0
07/08/2007 13,0,0,0,0
07/08/2007 14,0,0,0,0
07/08/2007 15,0,0,0,0
07/08/2007 16,0,0,0,0
07/08/2007 17,0,0,0,0
07/08/2007 18,0,0,0,0
07/08/2007 19,0,0,0,0
07/08/2007 20,0,0,0,0
07/08/2007 21,0,0,0,0
07/08/2007 22,0,0,0,0
07/08/2007 23,0,0,0,0
07/09/2007 00,0,0,0,0
07/09/2007 01,0,0,0,0
07/09/2007 02,0,0,0,0
07/09/2007 03,0,0,0,0
07/09/2007 04,0,0,0,0
07/09/2007 05,0,0,0,0
07/09/2007 06,0,0,0,0
07/09/2007 07,0,0,0,0
07/09/2007 08,0,0,0,0
07/09/2007 09,0,0,0,0
07/09/2007 10,0,0,0,0
07/09/2007 11,0,0,0,0
07/09/2007 12,0,0,0,0
07/09/2007 13,0,0,0,0
07/09/2007 14,0,0,0,0
07/09/2007 15,0,0,0,0
07/09/2007 16,0,0,0,0
07/09/2007 17,0,0,0,0
07/09/2007 18,0,0,0,0
07/09/2007 19,0,0,0,0
07/09/2007 20,0,0,0,0
07/09/2007 21,0,0,0,0
07/09/2007 22,0,0,0,0
07/09/2007 23,0,0,0,0
07/10/2007 00,0,0,0,0
07/10/2007 01,0,0,0,0
07/10/2007 02,0,0,0,0
07/10/2007 03,0,0,0,0
07/10/2007 04,0,0,0,0
07/10/2007 05,0,0,0,0
07/10/2007 06,0,0,0,0
07/10/2007 07,0,0,0,0
07/10/2007 08,0,0,0,0
07/10/2007 09,0,0,0,0
07/10/2007 10,0,0,0,0
07/10/2007 11,0,0,0,0
07/10/2007 12,0,0,0,0
07/10/2007 13,0,0,0,0
07/10/2007 14,0,0,0,0
07/10/2007 15,0,0,0,0
07/10/2007 16,0,0,0,0
07/10/2007 17,0,0,0,0
07/10/2007 18,0,0,0,0
07/10/2007 19,0,0,0,0
07/10/2007 20,0,0,0,0
07/10/2007 21,0,0,0,0
07/10/2007 22,0,0,0,0
