timestep,Precip_mm,Precip_m,hourly_discharge_cmd,hourly_discharge_cms
03/04/2007 03,0,0,471.41,0.005456134
03/04/2007 04,0,0,471.41,0.005456134
03/04/2007 05,0,0,449.85,0.005206597
03/04/2007 06,0,0,428.3,0.004957176
03/04/2007 07,0,0,406.74,0.004707639
03/04/2007 08,0,0,385.18,0.004458102
03/04/2007 09,0,0,363.62,0.004208565
03/04/2007 10,0,0,342.06,0.003959028
03/04/2007 11,0,0,338.47,0.003917477
03/04/2007 12,0,0,338.47,0.003917477
03/04/2007 13,0,0,342.06,0.003959028
03/04/2007 14,0.2,0.0002,342.06,0.003959028
03/04/2007 15,0,0,342.06,0.003959028
03/04/2007 16,0,0,342.06,0.003959028
03/04/2007 17,0,0,342.06,0.003959028
03/04/2007 18,0,0,342.06,0.003959028
03/04/2007 19,0,0,338.47,0.003917477
03/04/2007 20,0,0,338.47,0.003917477
03/04/2007 21,0,0,338.47,0.003917477
03/04/2007 22,0,0,338.47,0.003917477
03/04/2007 23,0,0,338.47,0.003917477
03/05/2007 00,0,0,338.47,0.003917477
03/05/2007 01,0,0,338.47,0.003917477
03/05/2007 02,0,0,338.47,0.003917477
03/05/2007 03,0,0,338.47,0.003917477
03/05/2007 04,0,0,338.47,0.003917477
03/05/2007 05,0,0,338.47,0.003917477
03/05/2007 06,0,0,338.47,0.003917477
03/05/2007 07,0,0,338.47,0.003917477
03/05/2007 08,0,0,338.47,0.003917477
03/05/2007 09,0,0,338.47,0.003917477
03/05/2007 10,0,0,338.47,0.003917477
03/05/2007 11,0,0,338.47,0.003917477
03/05/2007 12,0,0,338.47,0.003917477
03/05/2007 13,0,0,338.47,0.003917477
03/05/2007 14,0.1,0.0001,338.47,0.003917477
03/05/2007 15,0.2,0.0002,332.96,0.003853704
03/05/2007 16,0,0,316.45,0.003662616
03/05/2007 17,0,0,299.94,0.003471528
03/05/2007 18,0,0,283.43,0.00328044
03/05/2007 19,0,0,266.92,0.003089352
03/05/2007 20,0,0,250.41,0.002898264
03/05/2007 21,0,0,236.65,0.002739005
03/05/2007 22,0,0,236.65,0.002739005
03/05/2007 23,0,0,236.65,0.002739005
03/06/2007 00,0.1,0.0001,236.65,0.002739005
03/06/2007 01,0,0,236.65,0.002739005
03/06/2007 02,0,0,236.65,0.002739005
03/06/2007 03,0,0,232.53,0.002691319
03/06/2007 04,0,0,220.16,0.002548148
03/06/2007 05,0,0,207.79,0.002404977
03/06/2007 06,0,0,195.43,0.002261921
03/06/2007 07,0,0,183.06,0.00211875
03/06/2007 08,0,0,170.69,0.001975579
03/06/2007 09,0,0,160.39,0.001856366
03/06/2007 10,0,0,160.39,0.001856366
03/06/2007 11,0,0,160.39,0.001856366
03/06/2007 12,0,0,160.39,0.001856366
03/06/2007 13,0,0,160.39,0.001856366
03/06/2007 14,0,0,160.39,0.001856366
03/06/2007 15,0,0,160.39,0.001856366
03/06/2007 16,0,0,160.39,0.001856366
03/06/2007 17,0,0,160.39,0.001856366
03/06/2007 18,0,0,160.39,0.001856366
03/06/2007 19,0,0,160.39,0.001856366
03/06/2007 20,0,0,160.39,0.001856366
03/06/2007 21,0,0,160.39,0.001856366
03/06/2007 22,0,0,160.39,0.001856366
03/06/2007 23,0,0,160.39,0.001856366
03/07/2007 00,0,0,160.39,0.001856366
03/07/2007 01,0,0,160.39,0.001856366
03/07/2007 02,0.1,0.0001,160.39,0.001856366
03/07/2007 03,0.7,0.0007,160.39,0.001856366
03/07/2007 04,0.9,0.0009,160.39,0.001856366
03/07/2007 05,0.9,0.0009,160.39,0.001856366
03/07/2007 06,0.6,0.0006,160.39,0.001856366
03/07/2007 07,0.7,0.0007,160.39,0.001856366
03/07/2007 08,1,0.001,160.39,0.001856366
03/07/2007 09,0.8,0.0008,160.39,0.001856366
03/07/2007 10,0.5,0.0005,160.39,0.001856366
03/07/2007 11,0.1,0.0001,160.39,0.001856366
03/07/2007 12,0,0,160.39,0.001856366
03/07/2007 13,0,0,160.39,0.001856366
03/07/2007 14,0,0,160.39,0.001856366
03/07/2007 15,0,0,160.39,0.001856366
03/07/2007 16,0,0,160.39,0.001856366
03/07/2007 17,0,0,160.39,0.001856366
03/07/2007 18,0,0,160.39,0.001856366
03/07/2007 19,0,0,160.39,0.001856366
03/07/2007 20,0,0,160.39,0.001856366
03/07/2007 21,0,0,160.39,0.001856366
03/07/2007 22,0,0,160.39,0.001856366
03/07/2007 23,0,0,160.39,0.001856366
03/08/2007 00,0,0,160.39,0.001856366
03/08/2007 01,0,0,160.39,0.001856366
03/08/2007 02,0,0,160.39,0.001856366
03/08/2007 03,0,0,160.39,0.001856366
03/08/2007 04,0,0,160.39,0.001856366
03/08/2007 05,0,0,160.39,0.001856366
03/08/2007 06,0,0,160.39,0.001856366
03/08/2007 07,0,0,160.39,0.001856366
03/08/2007 08,0,0,160.39,0.001856366
03/08/2007 09,0,0,160.39,0.001856366
03/08/2007 10,0,0,160.39,0.001856366
03/08/2007 11,0,0,160.39,0.001856366
03/08/2007 12,0,0,160.39,0.001856366
03/08/2007 13,0,0,160.39,0.001856366
03/08/2007 14,0,0,160.39,0.001856366
03/08/2007 15,0,0,160.39,0.001856366
03/08/2007 16,0,0,154.48,0.001787963
03/08/2007 17,0,0,145.63,0.001685532
03/08/2007 18,0,0,136.77,0.001582986
03/08/2007 19,0,0,127.92,0.001480556
03/08/2007 20,0,0,119.06,0.001378009
03/08/2007 21,0,0,110.21,0.001275579
03/08/2007 22,0,0,105.78,0.001224306
03/08/2007 23,0,0,105.78,0.001224306
03/09/2007 00,0,0,105.78,0.001224306
03/09/2007 01,0,0,105.78,0.001224306
03/09/2007 02,0,0,105.78,0.001224306
03/09/2007 03,0,0,105.78,0.001224306
03/09/2007 04,0,0,105.78,0.001224306
03/09/2007 05,0,0,105.78,0.001224306
03/09/2007 06,0,0,105.78,0.001224306
03/09/2007 07,0,0,105.78,0.001224306
03/09/2007 08,0,0,105.78,0.001224306
03/09/2007 09,0,0,105.78,0.001224306
03/09/2007 10,0,0,105.78,0.001224306
03/09/2007 11,0,0,105.78,0.001224306
03/09/2007 12,0,0,105.78,0.001224306
03/09/2007 13,0,0,105.78,0.001224306
03/09/2007 14,0,0,105.78,0.001224306
03/09/2007 15,0,0,105.78,0.001224306
03/09/2007 16,0,0,105.78,0.001224306
03/09/2007 17,0,0,105.78,0.001224306
03/09/2007 18,0,0,105.78,0.001224306
03/09/2007 19,0,0,105.78,0.001224306
03/09/2007 20,0,0,105.78,0.001224306
03/09/2007 21,0,0,105.78,0.001224306
03/09/2007 22,0,0,105.78,0.001224306
03/09/2007 23,0,0,105.78,0.001224306
03/10/2007 00,0,0,105.78,0.001224306
03/10/2007 01,0,0,105.78,0.001224306
03/10/2007 02,0,0,105.78,0.001224306
03/10/2007 03,0,0,105.78,0.001224306
03/10/2007 04,0,0,105.78,0.001224306
03/10/2007 05,0,0,105.78,0.001224306
03/10/2007 06,0,0,105.78,0.001224306
03/10/2007 07,0,0,105.78,0.001224306
03/10/2007 08,0,0,105.78,0.001224306
03/10/2007 09,0,0,105.78,0.001224306
03/10/2007 10,0,0,105.78,0.001224306
03/10/2007 11,0,0,105.78,0.001224306
03/10/2007 12,0,0,105.78,0.001224306
03/10/2007 13,0,0,105.78,0.001224306
03/10/2007 14,0,0,105.78,0.001224306
03/10/2007 15,0,0,114.63,0.001326736
03/10/2007 16,0,0,123.49,0.001429282
03/10/2007 17,0.4,0.0004,132.35,0.001531829
03/10/2007 18,1.5,0.0015,141.2,0.001634259
03/10/2007 19,0.9,0.0009,150.06,0.001736806
03/10/2007 20,0,0,158.91,0.001839236
03/10/2007 21,0,0,160.39,0.001856366
03/10/2007 22,0,0,160.39,0.001856366
03/10/2007 23,0,0,160.39,0.001856366
03/11/2007 00,0,0,153.01,0.001770949
03/11/2007 01,0,0,144.15,0.001668403
03/11/2007 02,0,0,135.3,0.001565972
03/11/2007 03,0,0,126.44,0.001463426
03/11/2007 04,0,0,117.59,0.001360995
03/11/2007 05,0,0,108.73,0.001258449
03/11/2007 06,0,0,105.78,0.001224306
03/11/2007 07,0,0,105.78,0.001224306
03/11/2007 08,0,0,105.78,0.001224306
03/11/2007 09,0,0,105.78,0.001224306
03/11/2007 10,0,0,105.78,0.001224306
03/11/2007 11,0,0,105.78,0.001224306
03/11/2007 12,0,0,114.63,0.001326736
03/11/2007 13,0,0,123.49,0.001429282
03/11/2007 14,0,0,132.35,0.001531829
03/11/2007 15,0,0,141.2,0.001634259
03/11/2007 16,0,0,150.06,0.001736806
03/11/2007 17,0,0,158.91,0.001839236
03/11/2007 18,0,0,160.39,0.001856366
03/11/2007 19,0,0,160.39,0.001856366
03/11/2007 20,0,0,160.39,0.001856366
03/11/2007 21,0,0,160.39,0.001856366
03/11/2007 22,0.1,0.0001,160.39,0.001856366
03/11/2007 23,0,0,160.39,0.001856366
03/12/2007 00,0,0,158.91,0.001839236
03/12/2007 01,0,0,158.91,0.001839236
03/12/2007 02,0,0,158.91,0.001839236
03/12/2007 03,0,0,158.91,0.001839236
03/12/2007 04,0,0,158.91,0.001839236
03/12/2007 05,0,0,158.91,0.001839236
03/12/2007 06,0,0,160.39,0.001856366
03/12/2007 07,0,0,160.39,0.001856366
03/12/2007 08,0,0,160.39,0.001856366
03/12/2007 09,0,0,160.39,0.001856366
03/12/2007 10,0,0,160.39,0.001856366
03/12/2007 11,0,0,160.39,0.001856366
03/12/2007 12,0,0,160.39,0.001856366
03/12/2007 13,0,0,166.57,0.001927894
03/12/2007 14,0,0,178.94,0.002071065
03/12/2007 15,0,0,191.31,0.002214236
03/12/2007 16,0,0,203.67,0.002357292
03/12/2007 17,0,0,216.04,0.002500463
03/12/2007 18,0,0,228.41,0.002643634
03/12/2007 19,0,0,236.65,0.002739005
03/12/2007 20,0,0,236.65,0.002739005
03/12/2007 21,0,0,236.65,0.002739005
03/12/2007 22,0,0,236.65,0.002739005
03/12/2007 23,0,0,236.65,0.002739005
03/13/2007 00,0,0,236.65,0.002739005
03/13/2007 01,0,0,236.65,0.002739005
03/13/2007 02,0,0,236.65,0.002739005
03/13/2007 03,0,0,236.65,0.002739005
03/13/2007 04,0,0,236.65,0.002739005
03/13/2007 05,0,0,236.65,0.002739005
03/13/2007 06,0,0,247.66,0.002866435
03/13/2007 07,0,0,264.17,0.003057523
03/13/2007 08,0,0,280.68,0.003248611
03/13/2007 09,0,0,297.19,0.003439699
03/13/2007 10,0,0,310.95,0.003598958
03/13/2007 11,0,0,310.95,0.003598958
03/13/2007 12,0,0,313.7,0.003630787
03/13/2007 13,0,0,313.7,0.003630787
03/13/2007 14,0,0,313.7,0.003630787
03/13/2007 15,0,0,313.7,0.003630787
03/13/2007 16,0,0,313.7,0.003630787
03/13/2007 17,0,0,330.21,0.003821875
03/13/2007 18,0,0,338.47,0.003917477
03/13/2007 19,0,0,338.47,0.003917477
03/13/2007 20,0,0,349.25,0.004042245
03/13/2007 21,0,0,370.81,0.004291782
03/13/2007 22,0,0,392.36,0.004541204
03/13/2007 23,0,0,413.92,0.004790741
03/14/2007 00,0,0,435.48,0.005040278
03/14/2007 01,0,0,457.04,0.005289815
03/14/2007 02,0,0,471.41,0.005456134
03/14/2007 03,0,0,471.41,0.005456134
03/14/2007 04,0,0,471.41,0.005456134
03/14/2007 05,0,0,471.41,0.005456134
03/14/2007 06,0,0,471.41,0.005456134
03/14/2007 07,0,0,471.41,0.005456134
03/14/2007 08,0,0,471.41,0.005456134
03/14/2007 09,0,0,471.41,0.005456134
03/14/2007 10,0,0,471.41,0.005456134
03/14/2007 11,0,0,471.41,0.005456134
03/14/2007 12,0,0,471.41,0.005456134
03/14/2007 13,0.2,0.0002,471.41,0.005456134
03/14/2007 14,0.6,0.0006,471.41,0.005456134
03/14/2007 15,0.4,0.0004,471.41,0.005456134
03/14/2007 16,0.1,0.0001,471.41,0.005456134
03/14/2007 17,0,0,471.41,0.005456134
03/14/2007 18,0,0,471.41,0.005456134
03/14/2007 19,0.1,0.0001,471.41,0.005456134
03/14/2007 20,0,0,449.85,0.005206597
03/14/2007 21,0,0,431.89,0.004998727
03/14/2007 22,0.1,0.0001,431.89,0.004998727
03/14/2007 23,0.1,0.0001,431.89,0.004998727
03/15/2007 00,0.1,0.0001,431.89,0.004998727
03/15/2007 01,0.7,0.0007,431.89,0.004998727
03/15/2007 02,0.8,0.0008,449.85,0.005206597
03/15/2007 03,1.1,0.0011,471.41,0.005456134
03/15/2007 04,0,0,471.41,0.005456134
03/15/2007 05,0.3,0.0003,471.41,0.005456134
03/15/2007 06,0.5,0.0005,499.03,0.00577581
03/15/2007 07,1,0.001,526.65,0.006095486
03/15/2007 08,0,0,554.27,0.006415162
03/15/2007 09,1.7,0.0017,641.73,0.007427431
03/15/2007 10,1.2,0.0012,641.73,0.007427431
03/15/2007 11,0.4,0.0004,641.73,0.007427431
03/15/2007 12,0,0,641.73,0.007427431
03/15/2007 13,0,0,641.73,0.007427431
03/15/2007 14,0,0,641.73,0.007427431
03/15/2007 15,0,0,641.73,0.007427431
03/15/2007 16,1.8,0.0018,856.37,0.00991169
03/15/2007 17,0.3,0.0003,856.37,0.00991169
03/15/2007 18,0,0,856.37,0.00991169
03/15/2007 19,0,0,856.37,0.00991169
03/15/2007 20,0,0,856.37,0.00991169
03/15/2007 21,0,0,856.37,0.00991169
03/15/2007 22,0,0,856.37,0.00991169
03/15/2007 23,0,0,856.37,0.00991169
03/16/2007 00,0,0,856.37,0.00991169
03/16/2007 01,0,0,856.37,0.00991169
03/16/2007 02,0,0,641.73,0.007427431
03/16/2007 03,0,0,641.73,0.007427431
03/16/2007 04,0,0,641.73,0.007427431
03/16/2007 05,0.2,0.0002,641.73,0.007427431
03/16/2007 06,0,0,641.73,0.007427431
03/16/2007 07,0.3,0.0003,641.73,0.007427431
03/16/2007 08,1.4,0.0014,641.73,0.007427431
03/16/2007 09,0.4,0.0004,641.73,0.007427431
03/16/2007 10,0.2,0.0002,641.73,0.007427431
03/16/2007 11,0.6,0.0006,641.73,0.007427431
03/16/2007 12,1.1,0.0011,641.73,0.007427431
03/16/2007 13,1.3,0.0013,641.73,0.007427431
03/16/2007 14,2.3,0.0023,641.73,0.007427431
03/16/2007 15,2.8,0.0028,641.73,0.007427431
03/16/2007 16,2.7,0.0027,641.73,0.007427431
03/16/2007 17,2.4,0.0024,641.73,0.007427431
03/16/2007 18,1.9,0.0019,641.73,0.007427431
03/16/2007 19,1.5,0.0015,531.26,0.006148843
03/16/2007 20,0.9,0.0009,503.64,0.005829167
03/16/2007 21,0.5,0.0005,476.02,0.005509491
03/16/2007 22,0.3,0.0003,471.41,0.005456134
03/16/2007 23,0.2,0.0002,471.41,0.005456134
03/17/2007 00,0,0,471.41,0.005456134
03/17/2007 01,0,0,471.41,0.005456134
03/17/2007 02,0.1,0.0001,471.41,0.005456134
03/17/2007 03,0,0,471.41,0.005456134
03/17/2007 04,0,0,471.41,0.005456134
03/17/2007 05,0,0,471.41,0.005456134
03/17/2007 06,0,0,471.41,0.005456134
03/17/2007 07,0,0,471.41,0.005456134
03/17/2007 08,0,0,467.82,0.005414583
03/17/2007 09,0,0,446.26,0.005165046
03/17/2007 10,0,0,424.7,0.004915509
03/17/2007 11,0,0,403.14,0.004665972
03/17/2007 12,0,0,381.58,0.004416435
03/17/2007 13,0,0,360.03,0.004167014
03/17/2007 14,0,0,338.47,0.003917477
03/17/2007 15,0,0,338.47,0.003917477
03/17/2007 16,0,0,338.47,0.003917477
03/17/2007 17,0,0,338.47,0.003917477
03/17/2007 18,0,0,338.47,0.003917477
03/17/2007 19,0,0,338.47,0.003917477
03/17/2007 20,0,0,338.47,0.003917477
03/17/2007 21,0,0,338.47,0.003917477
03/17/2007 22,0,0,338.47,0.003917477
03/17/2007 23,0,0,338.47,0.003917477
03/18/2007 00,0,0,338.47,0.003917477
03/18/2007 01,0,0,338.47,0.003917477
03/18/2007 02,0,0,321.96,0.003726389
03/18/2007 03,0,0,305.45,0.003535301
03/18/2007 04,0,0,288.94,0.003344213
03/18/2007 05,0,0,272.42,0.003153009
03/18/2007 06,0,0,255.91,0.002961921
03/18/2007 07,0,0,239.4,0.002770833
03/18/2007 08,0,0,236.65,0.002739005
03/18/2007 09,0,0,236.65,0.002739005
03/18/2007 10,0,0,236.65,0.002739005
03/18/2007 11,0,0,236.65,0.002739005
03/18/2007 12,0,0,236.65,0.002739005
03/18/2007 13,0,0,236.65,0.002739005
03/18/2007 14,0,0,236.65,0.002739005
03/18/2007 15,0,0,236.65,0.002739005
03/18/2007 16,0,0,236.65,0.002739005
03/18/2007 17,0,0,236.65,0.002739005
03/18/2007 18,0,0,236.65,0.002739005
03/18/2007 19,0,0,236.65,0.002739005
03/18/2007 20,0,0,236.65,0.002739005
03/18/2007 21,0,0,236.65,0.002739005
03/18/2007 22,0,0,236.65,0.002739005
03/18/2007 23,0,0,236.65,0.002739005
03/19/2007 00,0,0,236.65,0.002739005
03/19/2007 01,0,0,236.65,0.002739005
03/19/2007 02,0,0,224.28,0.002595833
03/19/2007 03,0,0,211.92,0.002452778
03/19/2007 04,0,0,199.55,0.002309606
03/19/2007 05,0,0,187.18,0.002166435
03/19/2007 06,0,0,174.82,0.00202338
03/19/2007 07,0,0,162.45,0.001880208
03/19/2007 08,0,0,160.39,0.001856366
03/19/2007 09,0,0,162.45,0.001880208
03/19/2007 10,0,0,174.82,0.00202338
03/19/2007 11,0,0,187.18,0.002166435
03/19/2007 12,0,0,199.55,0.002309606
03/19/2007 13,0,0,211.92,0.002452778
03/19/2007 14,0,0,224.28,0.002595833
03/19/2007 15,0,0,228.41,0.002643634
03/19/2007 16,0.4,0.0004,218.1,0.002524306
03/19/2007 17,1.8,0.0018,218.1,0.002524306
03/19/2007 18,2,0.002,220.85,0.002556134
03/19/2007 19,2.5,0.0025,237.36,0.002747222
03/19/2007 20,2.5,0.0025,253.87,0.00293831
03/19/2007 21,2,0.002,276.57,0.003201042
03/19/2007 22,2.1,0.0021,302.69,0.003503356
03/19/2007 23,1.4,0.0014,319.2,0.003694444
03/20/2007 00,0.6,0.0006,335.72,0.003885648
03/20/2007 01,0,0,330.21,0.003821875
03/20/2007 02,0,0,313.7,0.003630787
03/20/2007 03,0,0,297.19,0.003439699
03/20/2007 04,0.1,0.0001,280.68,0.003248611
03/20/2007 05,0,0,266.92,0.003089352
03/20/2007 06,0,0,250.41,0.002898264
03/20/2007 07,0,0,236.65,0.002739005
03/20/2007 08,0,0,236.65,0.002739005
03/20/2007 09,0,0,244.91,0.002834606
03/20/2007 10,0,0,261.42,0.003025694
03/20/2007 11,0,0,277.93,0.003216782
03/20/2007 12,0,0,294.44,0.00340787
03/20/2007 13,0,0,310.95,0.003598958
03/20/2007 14,0,0,349.02,0.004039583
03/20/2007 15,0,0,381.58,0.004416435
03/20/2007 16,0,0,416.95,0.00482581
03/20/2007 17,0,0,466.13,0.005395023
03/20/2007 18,0,0,515.31,0.005964236
03/20/2007 19,0,0,641.73,0.007427431
03/20/2007 20,0,0,641.73,0.007427431
03/20/2007 21,0,0,641.73,0.007427431
03/20/2007 22,0,0,641.73,0.007427431
03/20/2007 23,0,0,856.37,0.00991169
03/21/2007 00,0,0,856.37,0.00991169
03/21/2007 01,0,0,856.37,0.00991169
03/21/2007 02,0,0,856.37,0.00991169
03/21/2007 03,0,0,856.37,0.00991169
03/21/2007 04,0,0,856.37,0.00991169
03/21/2007 05,0,0,856.37,0.00991169
03/21/2007 06,0,0,856.37,0.00991169
03/21/2007 07,0,0,856.37,0.00991169
03/21/2007 08,0,0,641.73,0.007427431
03/21/2007 09,0,0,641.73,0.007427431
03/21/2007 10,0,0,641.73,0.007427431
03/21/2007 11,0,0,641.73,0.007427431
03/21/2007 12,0,0,641.73,0.007427431
03/21/2007 13,0,0,641.73,0.007427431
03/21/2007 14,0,0,641.73,0.007427431
03/21/2007 15,0,0,641.73,0.007427431
03/21/2007 16,0,0,641.73,0.007427431
03/21/2007 17,0,0,641.73,0.007427431
03/21/2007 18,0,0,641.73,0.007427431
03/21/2007 19,0,0,641.73,0.007427431
03/21/2007 20,0,0,641.73,0.007427431
03/21/2007 21,0,0,641.73,0.007427431
03/21/2007 22,0,0,641.73,0.007427431
03/21/2007 23,0,0,641.73,0.007427431
03/22/2007 00,0,0,641.73,0.007427431
03/22/2007 01,0,0,641.73,0.007427431
03/22/2007 02,0,0,641.73,0.007427431
03/22/2007 03,0,0,641.73,0.007427431
03/22/2007 04,0,0,641.73,0.007427431
03/22/2007 05,0,0,641.73,0.007427431
03/22/2007 06,0,0,540.46,0.006255324
03/22/2007 07,0,0,512.84,0.005935648
03/22/2007 08,0,0,485.22,0.005615972
03/22/2007 09,0,0,494.43,0.005722569
03/22/2007 10,0,0,522.05,0.006042245
03/22/2007 11,0,0,549.67,0.006361921
03/22/2007 12,0,0,641.73,0.007427431
03/22/2007 13,0,0,641.73,0.007427431
03/22/2007 14,0,0,641.73,0.007427431
03/22/2007 15,0,0,641.73,0.007427431
03/22/2007 16,1.6,0.0016,641.73,0.007427431
03/22/2007 17,0.2,0.0002,641.73,0.007427431
03/22/2007 18,0.2,0.0002,641.73,0.007427431
03/22/2007 19,0.9,0.0009,641.73,0.007427431
03/22/2007 20,0.1,0.0001,641.73,0.007427431
03/22/2007 21,0.3,0.0003,856.37,0.00991169
03/22/2007 22,0.2,0.0002,856.37,0.00991169
03/22/2007 23,0,0,856.37,0.00991169
03/23/2007 00,0,0,1122.97,0.012997338
03/23/2007 01,0,0,1122.97,0.012997338
03/23/2007 02,0.2,0.0002,1122.97,0.012997338
03/23/2007 03,0.7,0.0007,1122.97,0.012997338
03/23/2007 04,0,0,1122.97,0.012997338
03/23/2007 05,0,0,1122.97,0.012997338
03/23/2007 06,0,0,856.37,0.00991169
03/23/2007 07,0,0,856.37,0.00991169
03/23/2007 08,1.1,0.0011,1122.97,0.012997338
03/23/2007 09,4.1,0.0041,1122.97,0.012997338
03/23/2007 10,0.8,0.0008,856.37,0.00991169
03/23/2007 11,0.6,0.0006,856.37,0.00991169
03/23/2007 12,0.8,0.0008,856.37,0.00991169
03/23/2007 13,1.3,0.0013,1122.97,0.012997338
03/23/2007 14,0.6,0.0006,856.37,0.00991169
03/23/2007 15,0.5,0.0005,856.37,0.00991169
03/23/2007 16,0.6,0.0006,1122.97,0.012997338
03/23/2007 17,0,0,1122.97,0.012997338
03/23/2007 18,0,0,1122.97,0.012997338
03/23/2007 19,0,0,1122.97,0.012997338
03/23/2007 20,0,0,1122.97,0.012997338
03/23/2007 21,0,0,1122.97,0.012997338
03/23/2007 22,0,0,1122.97,0.012997338
03/23/2007 23,0,0,1122.97,0.012997338
03/24/2007 00,0,0,1122.97,0.012997338
03/24/2007 01,0,0,1122.97,0.012997338
03/24/2007 02,0,0,1122.97,0.012997338
03/24/2007 03,0,0,1122.97,0.012997338
03/24/2007 04,0.1,0.0001,856.37,0.00991169
03/24/2007 05,0,0,856.37,0.00991169
03/24/2007 06,0,0,856.37,0.00991169
03/24/2007 07,0,0,856.37,0.00991169
03/24/2007 08,0,0,856.37,0.00991169
03/24/2007 09,0,0,856.37,0.00991169
03/24/2007 10,0,0,856.37,0.00991169
03/24/2007 11,0,0,856.37,0.00991169
03/24/2007 12,0,0,641.73,0.007427431
03/24/2007 13,0,0,641.73,0.007427431
03/24/2007 14,0,0,641.73,0.007427431
03/24/2007 15,0,0,641.73,0.007427431
03/24/2007 16,0,0,641.73,0.007427431
03/24/2007 17,0,0,641.73,0.007427431
03/24/2007 18,1.2,0.0012,641.73,0.007427431
03/24/2007 19,1.4,0.0014,641.73,0.007427431
03/24/2007 20,0,0,641.73,0.007427431
03/24/2007 21,0,0,641.73,0.007427431
03/24/2007 22,0,0,641.73,0.007427431
03/24/2007 23,0,0,641.73,0.007427431
03/25/2007 00,0,0,641.73,0.007427431
03/25/2007 01,0,0,540.46,0.006255324
03/25/2007 02,0,0,512.84,0.005935648
03/25/2007 03,0,0,485.22,0.005615972
03/25/2007 04,0,0,471.41,0.005456134
03/25/2007 05,0,0,471.41,0.005456134
03/25/2007 06,0,0,471.41,0.005456134
03/25/2007 07,0,0,471.41,0.005456134
03/25/2007 08,0,0,471.41,0.005456134
03/25/2007 09,0,0,471.41,0.005456134
03/25/2007 10,0,0,471.41,0.005456134
03/25/2007 11,0,0,471.41,0.005456134
03/25/2007 12,0,0,471.41,0.005456134
03/25/2007 13,0,0,471.41,0.005456134
03/25/2007 14,0,0,471.41,0.005456134
03/25/2007 15,0,0,471.41,0.005456134
03/25/2007 16,0,0,471.41,0.005456134
03/25/2007 17,0,0,471.41,0.005456134
03/25/2007 18,0,0,471.41,0.005456134
03/25/2007 19,0,0,471.41,0.005456134
03/25/2007 20,0,0,471.41,0.005456134
03/25/2007 21,0,0,471.41,0.005456134
03/25/2007 22,0,0,471.41,0.005456134
03/25/2007 23,0,0,471.41,0.005456134
03/26/2007 00,0,0,471.41,0.005456134
03/26/2007 01,0,0,460.63,0.005331366
03/26/2007 02,0,0,439.07,0.005081829
03/26/2007 03,0,0,417.52,0.004832407
03/26/2007 04,0,0,395.96,0.00458287
03/26/2007 05,0,0,374.4,0.004333333
03/26/2007 06,0,0,352.84,0.004083796
03/26/2007 07,0,0,338.47,0.003917477
03/26/2007 08,0,0,338.47,0.003917477
03/26/2007 09,0,0,338.47,0.003917477
03/26/2007 10,0,0,338.47,0.003917477
03/26/2007 11,0,0,338.47,0.003917477
03/26/2007 12,0,0,338.47,0.003917477
03/26/2007 13,0,0,338.47,0.003917477
03/26/2007 14,0,0,338.47,0.003917477
03/26/2007 15,0,0,338.47,0.003917477
03/26/2007 16,0,0,338.47,0.003917477
03/26/2007 17,0,0,338.47,0.003917477
03/26/2007 18,0,0,338.47,0.003917477
03/26/2007 19,0,0,338.47,0.003917477
03/26/2007 20,0,0,338.47,0.003917477
03/26/2007 21,0,0,338.47,0.003917477
03/26/2007 22,0,0,338.47,0.003917477
03/26/2007 23,0,0,338.47,0.003917477
03/27/2007 00,0,0,338.47,0.003917477
03/27/2007 01,0,0,338.47,0.003917477
03/27/2007 02,0,0,335.72,0.003885648
03/27/2007 03,0,0,319.2,0.003694444
03/27/2007 04,0,0,302.69,0.003503356
03/27/2007 05,0,0,286.18,0.003312269
03/27/2007 06,0,0,269.67,0.003121181
03/27/2007 07,0,0,253.16,0.002930093
03/27/2007 08,0,0,236.65,0.002739005
03/27/2007 09,0,0,236.65,0.002739005
03/27/2007 10,0,0,236.65,0.002739005
03/27/2007 11,0,0,236.65,0.002739005
03/27/2007 12,0,0,236.65,0.002739005
03/27/2007 13,0,0,239.4,0.002770833
03/27/2007 14,0,0,273.88,0.003169907
03/27/2007 15,0,0,290.39,0.003360995
03/27/2007 16,0,0,301.4,0.003488426
03/27/2007 17,8.3,0.0083,301.4,0.003488426
03/27/2007 18,0.1,0.0001,301.4,0.003488426
03/27/2007 19,0,0,301.4,0.003488426
03/27/2007 20,0,0,270.51,0.003130903
03/27/2007 21,0,0,250.41,0.002898264
03/27/2007 22,0,0,236.65,0.002739005
03/27/2007 23,0,0,236.65,0.002739005
03/28/2007 00,0,0,236.65,0.002739005
03/28/2007 01,0,0,236.65,0.002739005
03/28/2007 02,0,0,236.65,0.002739005
03/28/2007 03,0,0,236.65,0.002739005
03/28/2007 04,0,0,236.65,0.002739005
03/28/2007 05,0,0,236.65,0.002739005
03/28/2007 06,0,0,236.65,0.002739005
03/28/2007 07,0,0,236.65,0.002739005
03/28/2007 08,0,0,236.65,0.002739005
03/28/2007 09,0,0,236.65,0.002739005
03/28/2007 10,0,0,236.65,0.002739005
03/28/2007 11,0,0,236.65,0.002739005
03/28/2007 12,0,0,236.65,0.002739005
03/28/2007 13,0,0,236.65,0.002739005
