,date,hour,day_month,P,Qse,Qgw,model_m3hr,model_mhr,storageRatio,areaRatio,observ_mh
721,2017-05-01,00:00:00,01-May,0.0,0.0,1089.71858279786,1089.71858279786,0.0001252622084944951,0.9398608197523742,0.0,0.00012888
722,2017-05-01,01:00:00,01-May,0.4000000059604645,0.0,1089.6217710145816,1089.6217710145816,0.00012525108006374868,0.9401660963207388,0.0,0.00012167999999999999
723,2017-05-01,02:00:00,01-May,0.07500000298023224,0.0,1089.8341095114924,1089.8341095114924,0.00012527548819029743,0.9401102346545402,0.0,0.00011448
724,2017-05-01,03:00:00,01-May,0.0,0.0,1089.7952563729114,1089.7952563729114,0.0001252710220556252,0.9399710446140689,0.0,0.00010764
725,2017-05-01,04:00:00,01-May,0.0,0.0,1089.6984423192337,1089.6984423192337,0.00012525989336389833,0.9398318669388104,0.0,0.00010439999999999999
726,2017-05-01,05:00:00,01-May,0.0,0.0,1089.6016311323574,1089.6016311323574,0.00012524876500170785,0.9396927016283989,0.0,0.00010116
727,2017-05-01,06:00:00,01-May,0.25,0.0,1089.5048228123676,1089.5048228123676,0.00012523763696906345,0.9398313264602459,0.0,9.828e-05
728,2017-05-01,07:00:00,01-May,0.0,0.0,1089.6012551674125,1089.6012551674125,0.00012524872178486265,0.9396921611978531,0.0,9.504000000000001e-05
729,2017-05-01,08:00:00,01-May,0.0,0.0,1089.5044468585568,1089.5044468585568,0.0001252375937534981,0.9395530082999396,0.0,9.216e-05
730,2017-05-01,09:00:00,01-May,2.9499998092651367,0.0,1089.4076414166725,1089.4076414166725,0.00012522646605168947,0.9426916453319893,0.0,9.216e-05
731,2017-05-01,10:00:00,01-May,4.724999904632568,0.0,1091.589726456348,1091.589726456348,0.00012547729483951354,0.947802225993572,0.0003793321455256049,9.216e-05
732,2017-05-01,11:00:00,01-May,1.625,5.362499999999999,1095.136564249043,1100.499064249043,0.00012650141551227574,0.9494672244048155,0.0006322202425426747,0.00010116
733,2017-05-01,12:00:00,01-May,2.450000047683716,13.475000262260433,1096.2904508824645,1109.765451144725,0.00012756657867058163,0.9520477060210871,0.0010003787098410058,0.00010439999999999999
734,2017-05-01,13:00:00,01-May,0.0,0.0,1098.0771928632255,1098.0771928632255,0.000126223023491376,0.9519074582012427,0.0009822258798303071,0.00010439999999999999
735,2017-05-01,14:00:00,01-May,0.15000000596046448,1.2817311571689816,1097.9801341955053,1099.2618653526742,0.00012635920056930564,0.9519337257468233,0.0009922947198685653,0.00010116
736,2017-05-01,15:00:00,01-May,0.5,4.316233957748292,1097.9983131164515,1102.3145470741997,0.000126710103692649,0.9523484922823108,0.0010575320420713834,9.828e-05
737,2017-05-01,16:00:00,01-May,0.574999988079071,5.289999890327453,1098.2853330632224,1103.5753329535498,0.00012685502993891026,0.9528464311087235,0.001241915227002882,9.504000000000001e-05
738,2017-05-01,17:00:00,01-May,0.0,0.0,1098.629842499005,1098.629842499005,0.0001262865500889712,0.9527061127037706,0.0011641262054739923,0.00010439999999999999
739,2017-05-01,18:00:00,01-May,0.0,0.0,1098.5327675521435,1098.5327675521435,0.00012627539140779855,0.9525658066973524,0.0010690269555721594,0.00014868
740,2017-05-01,19:00:00,01-May,0.0,0.0,1098.4356954643777,1098.4356954643777,0.00012626423305527648,0.9524255130891036,0.0010575320420713834,0.00016740000000000003
741,2017-05-01,20:00:00,01-May,0.0,0.0,1098.3386262357924,1098.3386262357924,0.00012625307503141473,0.9522852318786591,0.0010345422150698316,0.00015588
742,2017-05-01,21:00:00,01-May,0.0,0.0,1098.2415598664713,1098.2415598664713,0.00012624191733622293,0.9521449630656538,0.0010249798308714204,0.0001404
743,2017-05-01,22:00:00,01-May,0.0,0.0,1098.1444963564988,1098.1444963564988,0.00012623075996971077,0.9520047066497223,0.001000057474567504,0.00012888
744,2017-05-01,23:00:00,01-May,0.0,0.0,1098.0474357059593,1098.0474357059593,0.00012621960293188796,0.9518644626304994,0.0009655727340651762,0.00012167999999999999
745,2017-05-02,00:00:00,02-May,0.0,0.0,1097.950377914937,1097.950377914937,0.0001262084462227642,0.95172423100762,0.0009655727340651762,0.00011448
746,2017-05-02,01:00:00,02-May,0.0,0.0,1097.853322983516,1097.853322983516,0.00012619728984234908,0.9515840117807189,0.0009425829070636244,0.00011124
747,2017-05-02,02:00:00,02-May,0.25,2.05,1097.7562709117808,1099.8062709117808,0.00012642177951741835,0.9517213208986233,0.0009655727340651762,0.00010764
748,2017-05-02,03:00:00,02-May,5.599999904632568,47.03999919891357,1097.8513088235218,1144.8913080224354,0.0001316042655350808,0.957797316037211,0.00416934401935136,0.00010439999999999999
749,2017-05-02,04:00:00,02-May,10.750000953674316,389.91552377665164,1102.0513075715257,1491.9668313481775,0.00017150029672374014,0.9695512056400798,0.0800641574021494,0.00010116
